date_time,demand,spline,fourier,mlp,sarimax,forecast,residuals
2021-01-02 17:00:00,26916.3,27343.977383609472,26354.59089566554,25602.427103400976,28259.397913508303,26759.99612396115,156.3038760388481
2021-01-02 18:00:00,27781.96,27563.231271205103,27204.535843953985,26045.060235274304,28665.81562609619,27278.752211406707,503.2077885932922
2021-01-02 19:00:00,27199.69,27532.56251332978,27304.072001745684,26833.72505468089,26798.952909436437,27285.406625972595,85.71662597259638
2021-01-02 20:00:00,26574.87,26689.222748493765,25933.75741051346,26406.710425168803,25908.35501358077,26445.40523664931,129.4647633506902
2021-01-02 21:00:00,25881.49,26107.552556594102,25351.112414246672,24984.878864620343,25170.46734257822,25428.36464622419,453.125353775813
2021-01-02 22:00:00,25113.97,25506.2701880372,24674.64433054344,24643.81005908476,24253.71432161128,24829.60789108767,284.36210891232986
2021-01-02 23:00:00,24231.14,24703.655456274657,23961.97233170383,23116.285905643017,24065.167846104592,23799.758859747566,431.3811402524334
2021-01-03 00:00:00,23537.88,24090.42581872763,23672.922461812363,23551.849930451062,23508.256924349334,23706.3054070912,168.4254070911993
2021-01-03 01:00:00,23153.16,23560.502816299344,23024.175804183524,21223.058746799463,23537.21977791216,22422.385890438774,730.7741095612255
2021-01-03 02:00:00,23058.04,23279.92420035924,22994.3882137802,21353.84164784721,23496.93849910985,22413.69774811341,644.3422518865918
2021-01-03 03:00:00,23121.11,23346.512959648044,23144.777650022043,21562.638577037877,23232.66733063199,22498.479744286848,622.630255713153
2021-01-03 04:00:00,23272.4,23368.436032245925,23358.163660730563,22494.429003712143,23208.14956439221,22961.578221392945,310.82177860705633
2021-01-03 05:00:00,23501.81,23494.27445925101,23553.324609203435,22624.33751713245,23405.448463684734,23126.13066333436,375.67933666564204
2021-01-03 06:00:00,23955.51,23799.802925566,23800.499458363967,22017.753884626083,24084.15468369816,23101.582417102876,853.9275828971222
2021-01-03 07:00:00,24812.97,25237.34691503287,24984.25138105574,23413.47256651156,23319.806492518725,24109.949485820573,703.0205141794286
2021-01-03 08:00:00,25471.07,25065.80444654008,25960.520463222976,24132.15809066376,26727.14174546649,25306.039215041517,165.0307849584824
2021-01-03 09:00:00,25953.37,25693.650906029543,26522.41143367086,24756.840388564764,26225.476047002205,25734.15625596232,219.21374403767913
2021-01-03 10:00:00,26036.95,26459.179227407694,26607.9481456997,25277.952493798686,26759.129227988247,26217.714041587962,180.7640415879614
2021-01-03 11:00:00,25898.87,26745.679019567146,26504.08880127399,25577.531045569125,28492.004330894968,26700.57935533723,801.7093553372324
2021-01-03 12:00:00,26061.3,26529.119441716222,26267.38545670464,24924.35782336881,26744.20314533504,25981.501453201352,79.7985467986473
2021-01-03 13:00:00,25966.24,26557.580059254127,25979.047753427403,25103.07062508397,25061.975264514454,25679.01460028093,287.225399719071
2021-01-03 14:00:00,25819.38,26017.741031186884,25420.31767919799,25806.91649164901,24772.56271682192,25707.21167841254,112.16832158746183
2021-01-03 15:00:00,25744.15,25861.36578229241,25074.03231572975,24723.62500285639,24431.51020082463,25035.727092481917,708.4229075180847
2021-01-03 16:00:00,26168.53,26373.50556275779,25542.64411375169,24810.985383886466,25137.70558102328,25412.931664411444,755.5983355885546
2021-01-03 17:00:00,27385.41,27637.691172745817,27496.55126852301,26590.744015463475,26749.99761720585,27220.363873387578,165.04612661242209
2021-01-03 18:00:00,28214.49,28257.7047855562,28591.52908233704,27620.16291921735,27423.582780297813,28190.15365424057,24.336345759431424
2021-01-03 19:00:00,27686.64,27577.655621277605,28499.852400331336,26877.509921690376,26951.185567573208,27627.831603592706,58.80839640729391
2021-01-03 20:00:00,27075.28,27036.56631868313,28039.962028940277,27080.32820806717,26821.65524380377,27488.984666521475,413.7046665214766
2021-01-03 21:00:00,26339.68,26281.56854526524,27106.76120535189,25529.2227467771,25965.20412703789,26268.228682656212,71.4513173437881
2021-01-03 22:00:00,25631.32,25512.911836223902,26121.581937436436,25353.34390259564,25313.717506409583,25690.43885167243,59.11885167242872
2021-01-03 23:00:00,24615.95,24960.835626642915,24878.61581864532,24554.110509872728,24565.174434628705,24786.07493595933,170.12493595932756
2021-01-04 00:00:00,23828.81,24809.60890441213,23919.575385118336,24704.2891923317,23903.27506088697,24463.0701349223,634.2601349223005
2021-01-04 01:00:00,23410.63,24185.206472164144,23281.92257607148,23909.789586215324,23194.82251893086,23708.87663859601,298.2466385960106
2021-01-04 02:00:00,23183.81,23993.71393182492,23166.265652870585,23318.130977273853,23219.242235166337,23389.512310109374,205.70231010937277
2021-01-04 03:00:00,23127.57,24087.9563018171,23290.421833913464,23845.00582863029,23264.798314041192,23680.69809153285,553.1280915328498
2021-01-04 04:00:00,23383.13,23903.33902251923,23698.410228649336,23966.414822444043,23681.4171552016,23883.85668898121,500.726688981209
2021-01-04 05:00:00,23792.98,24138.437920640383,24209.77922571878,24122.12771056883,24181.738322679317,24217.361430885197,424.3814308851979
2021-01-04 06:00:00,24731.2,25003.950126408145,25500.645936544195,24794.76886533215,25309.538592409397,25205.558960348404,474.35896034840334
2021-01-04 07:00:00,26098.71,26133.75056777818,27135.843993631057,26236.663351924275,26453.41044096534,26669.29804169284,570.5880416928412
2021-01-04 08:00:00,27331.0,26927.39072644336,28758.80992314021,27298.29225625285,27272.852957157145,27840.60890975105,509.6089097510485
2021-01-04 09:00:00,27879.07,27463.670182804384,28946.938221814748,26925.895885681544,27367.11589550674,27837.110495585603,41.95950441439709
2021-01-04 10:00:00,27880.4,27401.38259515718,28273.26888402815,27093.112668627007,27147.99695444145,27687.190191001457,193.20980899854476
2021-01-04 11:00:00,27756.37,27416.149621460485,27744.068222925234,26945.808406083343,27310.962235404797,27520.5401984498,235.8298015502005
2021-01-04 12:00:00,27671.03,27483.47277020284,27703.5445986796,26468.40854179555,27448.84219603204,27336.961952238813,334.0680477611859
2021-01-04 13:00:00,27241.99,27187.299404913647,27454.45331741889,26229.136749020552,27414.0331822323,27110.57419382001,131.4158061799899
2021-01-04 14:00:00,26916.08,26783.12732150996,26994.222141151546,25698.950317715848,26490.48620387956,26516.334557729562,399.7454422704395
2021-01-04 15:00:00,26778.53,26525.33567724124,26805.156488253037,25905.535305472025,26430.64624767956,26504.932403214243,273.59759678575574
2021-01-04 16:00:00,27251.01,27089.771551642312,27310.96401363948,26743.05982074392,26167.81777063625,27054.686523585653,196.32347641434535
2021-01-04 17:00:00,28580.68,28350.9023845722,28355.2941764768,27811.717053160828,27559.786022870227,28273.056903615237,307.6230963847629
2021-01-04 18:00:00,29261.2,28858.17753285305,29292.931192494827,28449.841463064407,28298.57644535846,29018.650607892494,242.54939210750672
2021-01-04 19:00:00,28543.83,28327.31862978869,29111.670715695356,27634.674817534724,28673.456797943643,28589.647796606227,45.817796606224874
2021-01-04 20:00:00,27785.13,27462.459750213748,28218.244955191487,27595.45225876108,27895.145103513627,28045.493543130924,260.36354313092306
2021-01-04 21:00:00,27020.67,26607.90181081516,27490.05586540185,27148.90043387779,27037.044588983623,27352.616248580667,331.9462485806689
2021-01-04 22:00:00,25986.43,25770.91448122391,26338.693008439677,25696.44768654481,25554.937076255464,25997.683960867464,11.25396086746332
2021-01-04 23:00:00,24982.42,25022.563139548725,24952.22458577504,24766.05324015126,24539.8894969112,24914.997077062042,67.42292293795617
2021-01-05 00:00:00,24027.76,24346.545703826687,23809.708956801525,24435.91533605314,23500.742277050507,24163.553646665037,135.79364666503898
2021-01-05 01:00:00,23526.15,23714.564211872304,23550.68399500967,23605.220933808803,23026.717444523867,23531.232314419205,5.0823144192036125
2021-01-05 02:00:00,23320.31,23508.902044509905,23484.937107516096,23407.98816375251,22945.18205159746,23374.12018619917,53.81018619916722
2021-01-05 03:00:00,23413.66,23971.80853355748,23408.54992461346,23462.523531842395,23052.395770781568,23476.573408445165,62.91340844516526
2021-01-05 04:00:00,23647.3,23854.389378751413,23545.20072965945,23343.884027547483,23563.441609416877,23530.98187158614,116.31812841385909
2021-01-05 05:00:00,24035.14,24229.00143387229,24016.07746312197,24136.505806758385,24193.9978228544,24181.23649413747,146.09649413746956
2021-01-05 06:00:00,24977.77,25218.37658824641,25054.58135634205,25034.54094365084,25040.481101978618,25173.831779274733,196.06177927473254
2021-01-05 07:00:00,26493.66,26693.435156450727,26801.422531085656,26455.50462449272,26652.15630139815,26808.332274013446,314.67227401344644
2021-01-05 08:00:00,27861.7,27642.268938452755,28029.354692954865,27997.291243729276,27243.67964056197,28076.395022441753,214.69502244175237
2021-01-05 09:00:00,28232.44,28042.91416907307,28084.31272346424,27688.62917846097,27600.70442184437,28093.315930208308,139.124069791691
2021-01-05 10:00:00,27991.06,28101.19918503251,27708.72775603018,27873.973176412183,27521.46252916456,28073.861383708878,82.80138370887653
2021-01-05 11:00:00,27901.29,28227.078790950647,27333.731838997304,27866.043420560283,27708.956356288367,28032.281649691842,130.9916496918413
2021-01-05 12:00:00,27942.29,28088.818983778227,27225.73997638461,27141.429488903897,27759.511636450014,27671.836440203475,270.45355979652595
2021-01-05 13:00:00,27613.3,27716.304730006414,26953.906199714835,26465.097469226148,26403.091317999813,26983.96855612328,629.3314438767193
2021-01-05 14:00:00,27334.49,27526.428534451632,26682.015543229187,26383.27577262039,26733.069620894283,26907.343612017987,427.14638798201486
2021-01-05 15:00:00,27217.85,27618.700982277907,26515.560140958547,26608.515750712173,26995.386663076657,27029.320100799163,188.52989920083564
2021-01-05 16:00:00,27647.79,28207.063435253945,26959.85056543728,27006.993528472503,27459.82090481294,27512.80112677238,134.98887322761948
2021-01-05 17:00:00,28752.07,29408.10188369653,28234.83200050593,28201.26348775005,28721.060683542302,28817.282231395668,65.21223139566791
2021-01-05 18:00:00,29431.16,30006.11364325749,29076.46186895001,29255.79404903789,29574.502214007643,29760.69091610767,329.5309161076693
2021-01-05 19:00:00,28927.28,29427.59173916744,28815.68387105046,28857.85114988086,28627.07778526552,29237.834633046605,310.5546330466059
2021-01-05 20:00:00,28289.62,28589.52784344576,28122.298651368965,28361.8263909985,28071.182654657845,28581.85045089487,292.2304508948728
2021-01-05 21:00:00,27592.27,27603.515092547423,27344.02117471173,28045.070091238154,26978.642191590443,27856.374084804167,264.10408480416663
2021-01-05 22:00:00,26704.42,26570.653722027077,26311.529617835666,26743.111023196245,26047.11616195448,26660.447364125183,43.97263587481575
2021-01-05 23:00:00,25425.4,25547.610111463768,25291.4432120273,25867.95839862848,25098.561410473158,25651.092338926184,225.69233892618286
2021-01-06 00:00:00,24583.71,24792.001802033712,24384.741566526656,25322.996698674797,24306.6596869526,24893.376930766986,309.6669307669872
2021-01-06 01:00:00,24080.02,24145.01398951539,23931.80638506037,23938.585841794476,24145.656255589125,24024.54754884479,55.472451155212184
2021-01-06 02:00:00,23835.7,24046.9733858562,23826.644171351905,23754.18564533134,23561.39215505928,23793.605088517652,42.094911482348834
2021-01-06 03:00:00,23834.08,23802.516148358794,23842.27793357127,23914.138980052878,23936.862039101496,23886.129010476587,52.049010476584954
2021-01-06 04:00:00,24020.99,23877.887036799337,24001.59939404507,23849.193921361533,24182.714073096395,23958.54937231375,62.44062768625008
2021-01-06 05:00:00,24322.31,24277.786895088197,24422.05478393967,24396.95136554513,24552.806568808857,24448.237090134335,125.92709013433341
2021-01-06 06:00:00,25332.65,25201.630770876785,25497.2710831264,25162.55298749984,25361.17406156535,25380.2814260413,47.631426041298255
2021-01-06 07:00:00,26799.43,26923.83304953336,27345.464766357323,27287.302137033523,26366.27237715402,27286.188339207798,486.7583392077977
2021-01-06 08:00:00,28170.67,28035.9992656372,28739.3697297655,28538.19452336308,28094.952215912494,28711.08736361174,540.4173636117412
2021-01-06 09:00:00,28415.49,28496.597727068547,28685.75213372029,28294.2849798097,28178.72276101637,28697.451368028283,281.96136802828187
2021-01-06 10:00:00,27346.07,28018.143481517192,27898.206427547884,28298.974219692427,28227.89251308012,28413.124455794336,1067.0544557943358
2021-01-06 11:00:00,26440.01,27652.15420799877,27375.30139891681,27790.238546056135,28055.517449541825,27957.74146314531,1517.7314631453119
2021-01-06 12:00:00,25882.08,27491.057812122755,27038.46055726861,27001.80997818061,28335.8174881638,27553.55175007443,1671.47175007443
2021-01-06 13:00:00,25435.62,26974.28898076841,26332.099976903177,24636.084710233896,27016.33543241358,26017.93286239569,582.3128623956909
2021-01-06 14:00:00,24901.97,26570.82153373035,25959.038997826945,24285.264865442885,27530.963386295312,25789.123631389662,887.1536313896613
2021-01-06 15:00:00,24798.33,26506.154087160983,25828.70994744941,24361.842205247864,28571.86447858828,25966.761755107815,1168.431755107813
2021-01-06 16:00:00,25451.12,27313.395132847927,27299.195857172555,27069.64230583342,28285.914554702445,27608.326663282365,2157.206663282366
2021-01-06 17:00:00,27500.96,28860.405494188453,28741.933848707024,28123.4965087432,29379.13580064345,28930.428400843477,1429.4684008434779
2021-01-06 18:00:00,28256.04,29462.59515573087,29564.056051968724,28768.655145217515,29863.183570539237,29621.183017845095,1365.1430178450937
2021-01-06 19:00:00,28470.37,29194.78962707,29508.27848821513,28833.45493856524,29512.8467154595,29517.00783378345,1046.6378337834503
2021-01-06 20:00:00,28092.61,28554.99555653149,29241.848412444186,28644.95554164247,29039.5121935176,29156.182811578776,1063.5728115787751
2021-01-06 21:00:00,27526.17,27784.05891274452,28746.262946449668,28563.27528833005,28446.523029709948,28735.5205078555,1209.3505078555027
2021-01-06 22:00:00,26765.38,27194.13910084573,27724.296460384605,27141.727021062325,27940.359772969005,27658.2778178929,892.8978178928992
2021-01-06 23:00:00,25798.4,26046.705090218533,26476.78869817944,25703.46170017708,27001.64102692336,26327.419541604824,529.0195416048227
2021-01-07 00:00:00,24928.81,25657.405346497424,25463.52115252429,25542.92848441957,26397.025521910306,25811.678616652123,882.868616652122
2021-01-07 01:00:00,24530.14,25181.339957843156,24824.418696174267,24539.968780147592,25865.31234256693,25028.802279341107,498.66227934110793
2021-01-07 02:00:00,24501.31,25097.407226046995,24642.484658185364,24302.71492640319,25722.85329472688,24838.61287576033,337.3028757603279
2021-01-07 03:00:00,24745.86,24969.584138489903,24862.40526773685,24746.85768070253,25697.835772219285,25055.41037720921,309.5503772092088
2021-01-07 04:00:00,24916.4,25112.922577854617,25032.50326556148,25507.647545333628,25486.486721710942,25413.558275923326,497.15827592332425
2021-01-07 05:00:00,25451.04,25710.434998517925,25748.11807913378,26007.26162765841,25958.10957195983,26013.365688659684,562.3256886596828
2021-01-07 06:00:00,26420.07,27076.01806730274,27492.082470014622,27149.17146108681,27267.716404449664,27454.60280341198,1034.5328034119811
2021-01-07 07:00:00,28099.28,28966.262918452954,29358.991692429707,28696.232781357863,28534.54244056185,29193.87339142568,1094.593391425682
2021-01-07 08:00:00,29521.14,30692.676839679498,31357.57350084605,30293.28039100158,30559.607481501447,31093.54947372378,1572.4094737237792
2021-01-07 09:00:00,29418.18,29840.54148437638,29528.150894088016,28844.00921008148,29763.36168456484,29693.76174593024,275.58174593023796
2021-01-07 10:00:00,28271.55,28624.59888397984,28498.366946621994,28729.56948307299,27688.46857831271,28761.140963958856,489.5909639588572
2021-01-07 11:00:00,27210.9,28006.842256205848,27619.43190561759,27801.080809754127,27531.33971471769,27987.720154466984,776.8201544669828
2021-01-07 12:00:00,26580.93,27544.32488861931,26986.448118680477,27065.94810745296,27750.406004033764,27457.69764848321,876.7676484832082
2021-01-07 13:00:00,26108.31,26914.055255444677,25114.001456383587,25275.44095630425,28223.631015485254,26169.773138716653,61.46313871665188
2021-01-07 14:00:00,25432.86,26194.506580749618,24543.68211236332,24331.94350337826,27881.890125331814,25407.339553996168,25.520446003833058
2021-01-07 15:00:00,25329.77,26099.93166967226,24492.18535903005,24072.57473587421,28557.793479899374,25367.83056324697,38.06056324697056
2021-01-07 16:00:00,26111.83,26699.832220994333,25216.44428578817,24615.24729973858,28481.9038057783,25883.165821598606,228.66417840139547
2021-01-07 17:00:00,27977.97,28144.28326875406,27068.93083365413,26878.37943710353,29408.022293179227,27783.278271740874,194.69172825912756
2021-01-07 18:00:00,29245.94,28885.605869911404,27992.4649930448,28444.35462963708,30060.05481313528,28960.000343336702,285.9396566632968
2021-01-07 19:00:00,28987.63,28892.57380077081,28669.31377073418,29277.26169633996,30914.582955328475,29649.131983519168,661.501983519167
2021-01-07 20:00:00,28726.02,28488.299889898037,28737.059749071283,28342.647016949617,30342.87601645052,29074.15549947606,348.1354994760586
2021-01-07 21:00:00,28119.93,27855.527390059357,28470.02345945313,27667.304828553824,29925.160008726805,28511.623528562755,391.6935285627551
2021-01-07 22:00:00,27336.83,27067.87734854523,28257.746914333948,26598.81129071213,28355.23451292385,27558.152410340277,221.32241034027538
2021-01-07 23:00:00,26306.69,26173.077754945003,27277.95546529732,25518.759404227803,26809.750792238323,26393.224443216066,86.5344432160673
2021-01-08 00:00:00,25452.99,25688.594407840374,26060.580818609465,25873.21303918036,25537.32462777169,25934.088816424024,481.0988164240225
2021-01-08 01:00:00,25047.0,25352.47262912764,25026.77385559076,24440.289261109272,24162.524308249336,24736.94307270287,310.05692729712973
2021-01-08 02:00:00,24929.76,25560.429644775217,24877.639371026293,24510.133418797504,24630.585711550582,24849.769161776305,79.99083822369357
2021-01-08 03:00:00,25048.18,25722.564909235614,24979.84047920184,24918.15353101176,24417.61916254483,25052.23798701849,4.0579870184883475
2021-01-08 04:00:00,25413.15,25809.45269291224,25204.850731342634,25328.154472926395,24962.38924933903,25400.843659535847,12.306340464154346
2021-01-08 05:00:00,26071.33,26429.55539289172,26050.406063305854,25424.920806040325,25362.125799155507,25842.97868701741,228.35131298259148
2021-01-08 06:00:00,27207.56,27708.09336109671,27511.87401593997,25872.285537391108,26354.30272826968,26821.69165305157,385.8683469484313
2021-01-08 07:00:00,28959.09,29609.493687704977,29658.57023682043,29287.49530005052,28252.44054053456,29567.461299553703,608.3712995537026
2021-01-08 08:00:00,30413.31,30918.89454873392,31297.03745466099,29877.069016216446,29862.272216587888,30752.920812952892,339.61081295289114
2021-01-08 09:00:00,30514.53,31100.67787177053,30926.31250183528,30124.653592327428,30456.492592711427,30909.040042250803,394.51004225080396
2021-01-08 10:00:00,29347.4,29648.291074169963,29837.8024353519,27979.5035400222,28846.46867011227,29123.771111337905,223.62888866209687
2021-01-08 11:00:00,28371.56,28939.97362932993,28830.48499230972,26954.828631043485,27582.125712895908,28062.272201317897,309.28779868210404
2021-01-08 12:00:00,27781.52,28234.40959648085,28005.969492451324,26019.93513581005,26546.9839950651,27125.920571051975,655.5994289480259
2021-01-08 13:00:00,27269.9,28003.704832933632,27238.086237511827,25164.78823383388,26055.946417898667,26425.776822118027,844.1231778819747
2021-01-08 14:00:00,26511.94,27168.75672476054,26418.85477012928,25164.93618525913,25359.62450761854,25945.383518289556,566.5564817104423
2021-01-08 15:00:00,26199.34,27097.54681407823,26179.012830366635,25348.19483697097,25264.74205458633,25935.585375404215,263.7546245957856
2021-01-08 16:00:00,26953.64,27528.976018887624,26609.713284840396,25697.134444998635,25458.884257319904,26312.525872592858,641.1141274071415
2021-01-08 17:00:00,28848.89,29275.28181524671,28323.28693564885,27776.34893213618,27041.27908062771,28268.53608600831,580.3539139916902
2021-01-08 18:00:00,30143.54,30528.50908984108,29462.582034213232,28776.82713694523,28142.53045069544,29424.48814040611,719.051859593892
2021-01-08 19:00:00,29845.84,30317.601533492198,29539.42116363217,29387.21945820905,27964.69518140379,29643.17385761645,202.66614238355032
2021-01-08 20:00:00,29255.36,30029.354409452084,28745.44054494504,28924.60130296739,27626.81352876357,29128.204437450764,127.15556254923649
2021-01-08 21:00:00,28638.13,29393.986048501243,28197.59854953532,28800.819887024165,27590.44100761367,28812.43028640216,174.30028640215824
2021-01-08 22:00:00,27894.17,28681.61912192144,27794.669918148396,27963.214002946614,27409.602392143344,28172.69923350932,278.5292335093218
2021-01-08 23:00:00,26983.91,27457.171958746105,27359.801216892844,26685.33977797968,26221.717309688003,27052.39892629225,68.48892629225156
2021-01-09 00:00:00,26297.81,26392.72587882052,26364.50946316527,27002.887149152837,25173.84381844432,26564.536237415385,266.72623741538337
2021-01-09 01:00:00,25891.04,26245.00975154692,26103.94955424702,24857.09074996944,25332.707551531414,25543.233874965004,347.8061250349965
2021-01-09 02:00:00,25633.18,26059.424620629023,25901.589439289088,25165.56493162261,25782.823462979766,25674.733376671036,41.55337667103595
2021-01-09 03:00:00,25681.91,26399.947953970743,25961.12727251146,25553.333543726632,26074.16165270185,25977.49077788897,295.58077788896844
2021-01-09 04:00:00,25961.5,26942.563088189687,26195.5543463962,26874.58139331372,26417.44093033255,26788.026244393972,826.5262443939719
2021-01-09 05:00:00,26405.07,27204.58910882016,26655.384079696763,26282.789663043008,26597.48004319365,26717.177257351603,312.10725735160304
2021-01-09 06:00:00,27023.78,28048.14398671846,27150.313513677807,26770.538172671357,27861.005228473445,27441.797173633793,418.0171736337943
2021-01-09 07:00:00,28124.22,28981.889898633384,28313.79190000644,27222.605834652528,28874.46737638298,28283.198351307885,158.9783513078837
2021-01-09 08:00:00,28802.45,29663.5293441619,28906.00806463431,27496.727774074567,29473.114465172483,28784.433540105554,18.016459894446598
2021-01-09 09:00:00,28928.41,30170.927061981703,28974.328793351848,29246.94384843963,30433.172436716148,29848.283495494135,919.8734954941356
2021-01-09 10:00:00,28321.6,29145.06823140861,28303.501465935155,27609.18512926748,29853.220026728817,28657.432968672852,335.8329686728539
2021-01-09 11:00:00,27431.99,28309.576897517614,27162.312888476277,26789.29381020945,28007.658516859803,27529.26043555073,97.27043555072669
2021-01-09 12:00:00,26792.26,27485.687310035064,26263.60747563168,25463.533222943257,27735.17476330869,26519.682850395708,272.57714960429075
2021-01-09 13:00:00,26032.97,27148.85419121464,25580.07653776905,24690.749229010376,26838.997299277285,25795.20213227692,237.7678677230797
2021-01-09 14:00:00,25203.42,26262.93668368757,24944.242779615284,24041.77660055752,26325.04525383885,25092.689776052677,110.73022394732106
2021-01-09 15:00:00,24816.1,25770.345943067965,24485.737923009776,23340.63187318364,25563.613559154197,24442.15326301905,373.94673698094994
2021-01-09 16:00:00,25343.91,25975.37636388906,24535.812690506707,24002.90499966973,26105.27326713,24882.276033210623,461.63396678937715
2021-01-09 17:00:00,27345.59,27043.66412431262,26107.31506560981,25630.689742532824,28474.371636582506,26606.639595335695,738.9504046643051
