,spline,fourier,mlp,sarimax
0,0.1539490872847131,0.09394222424783172,0.5729202328220302,0.1633961615638663
1,0.15400127810510317,0.09332192896911277,0.5734308929627012,0.16323483898657715
2,0.15386570028117008,0.09258540620324132,0.5745706921887693,0.1626717126625713
3,0.1536805139309715,0.0923320356206909,0.5747919692835539,0.1625814231883175
4,0.1533261973943803,0.09226800054485582,0.5748032388903883,0.1627471872087652
5,0.15300372203719095,0.09167317468104819,0.5755095461830044,0.1627110342479064
6,0.15157393917873258,0.0918327416850728,0.5758159867572835,0.16356773931575497
7,0.14900477366106862,0.09154045369797689,0.5778359302853939,0.1645786359281377
8,0.1455413643664254,0.09093157371341187,0.5813983457417002,0.16527988776481423
9,0.14243300390440686,0.09043443959133488,0.5859648134706681,0.16434035367854008
10,0.14075913531390108,0.0886109955761101,0.589401894069612,0.16430087621296002
11,0.13697653737683776,0.0895716589086822,0.5937574723231314,0.16269250343995798
12,0.135374083486527,0.08969802787937037,0.5957407423922846,0.1621281202950228
13,0.134273890724152,0.0911223630120683,0.5955202605545625,0.1619853159665136
14,0.1301714053746007,0.09237136277399785,0.5993042509628173,0.16086844626081767
15,0.1266296359035495,0.09297194607925674,0.6026381814710107,0.16026732629865892
16,0.1242690680028219,0.09436540594213792,0.6040012686219328,0.15981709901437757
17,0.12375346896889969,0.09532292296405687,0.6041280924802699,0.15945570037009532
18,0.12290478325976906,0.09615994714920521,0.6045248579329278,0.15943543419122713
19,0.11775961587977656,0.10112564930188644,0.6043488783242689,0.1597708187172928
20,0.1137394427931713,0.10493787300020824,0.6025804117453181,0.16156001582106794
21,0.11200958951889714,0.10496131693024871,0.6032516189168133,0.16232738599619143
22,0.10863924844499731,0.10573328897087185,0.6057513608628757,0.16213731455227043
23,0.10610775737810278,0.1069970715634212,0.609795804173261,0.15924656136231863
24,0.10689403824498214,0.12077044858549263,0.5956236376774129,0.1586920855651316
25,0.10274582481854527,0.12486939106093575,0.5961055202808841,0.15842720957910864
26,0.1022152951750731,0.12829357797160731,0.5942521878853803,0.15751261326075006
27,0.101612013116198,0.13181591160614153,0.5919895167744826,0.1569437208811564
28,0.10027811242476947,0.13506444313396715,0.5901938397634913,0.1568538328838798
29,0.09993611009951833,0.13743634297416096,0.5879241901089681,0.15717575651350865
30,0.10175143611880945,0.13698312923122924,0.5867782013898196,0.15709508335195646
31,0.10332104008976646,0.1356057048815889,0.5869103952767338,0.15634649998612785
32,0.10591952180110585,0.13211947892741327,0.5828963968025097,0.16084326243225447
33,0.10707504866809536,0.12851842821203,0.5819294397148751,0.16399229561312076
34,0.1026686974598692,0.1294797347513889,0.5844681732930033,0.1648399789859783
35,0.09789528591672053,0.1338409518469439,0.5819635973075616,0.16769848101354687
36,0.09254762996592253,0.13841211536290723,0.5816364777539833,0.16869014859062834
37,0.08879294709331625,0.1475716876025157,0.5757627447730784,0.16876696696305685
38,0.08132683919238994,0.15787915483256082,0.5749004147789981,0.16646782059619486
39,0.07446276971440463,0.16765294434711592,0.5734595786442723,0.16482809046969432
40,0.06875441004241929,0.1734428573548274,0.5741217105439295,0.1643644955949055
41,0.06586432889697409,0.17844432238317548,0.5715817918824763,0.1646929687372716
42,0.06617680427369763,0.1846844954026825,0.5630269762708902,0.16636730134066205
43,0.06542924591208929,0.1897614414120119,0.5582223307807908,0.16662753764905247
44,0.06401582115551391,0.19266787730096627,0.5569926271168396,0.1662939280118006
45,0.0628266803280748,0.19409441397809962,0.5578358155589488,0.16526216885248593
46,0.060152314758633516,0.19690201604944532,0.5586639039628919,0.16440226988905562
47,0.05848098734481917,0.19743116105156844,0.5598582798586688,0.16468691927711201
48,0.056257802000531265,0.20027509556096795,0.5571137689305801,0.1672679822717853
49,0.05823558295211129,0.19797897488944433,0.557501417827182,0.16824865288622617
50,0.05763169722159206,0.1993554748282202,0.5578702681306301,0.16807308499668613
51,0.05647819229518852,0.20153107865655934,0.5583523286783252,0.16746913628236607
52,0.0561276552182655,0.20404355882318015,0.5563586465772383,0.1679744170306596
53,0.056101725732375596,0.20469430082601803,0.5555549506041486,0.16871833422873628
54,0.05637530529478407,0.2048417491559445,0.555758416684942,0.16880939648969873
55,0.05696245589995587,0.2056500489600423,0.5566765479996788,0.1667387318439787
56,0.05650561228824093,0.20732795874532783,0.558196500134763,0.16401109882773218
57,0.056033085700949004,0.20796802509591644,0.5592757431649308,0.16280023366730845
58,0.05692341354007133,0.2080140703292651,0.559854895540851,0.16128555240006182
59,0.058087729430168225,0.2079457600826865,0.5602235078963033,0.15984915767663138
60,0.05990202542670875,0.20721110913132346,0.5605272098878983,0.15851540425511673
61,0.06239776439995645,0.2057716652038613,0.5592580577599384,0.15884144608899825
62,0.06169952839182592,0.20366684925150566,0.5615810964414696,0.15939039403362593
63,0.05741234492386624,0.20424008169157568,0.5648542599525627,0.15998065465960237
64,0.06203038665403478,0.201631981121469,0.5630445378951753,0.1595860267943795
65,0.06269265463029151,0.20131777755954128,0.5614981436366945,0.16092367413501388
66,0.06371602014444396,0.20181672425773745,0.558780016669712,0.16238678086325437
67,0.0633154988176326,0.202291660685401,0.5587791310507306,0.16241275647699818
68,0.06303861038694246,0.20260598007130373,0.5589882163827232,0.1622891539713145
69,0.06454198695327142,0.20275219922172005,0.5575732794274978,0.16199824631669668
70,0.06519975421022843,0.20292470852186295,0.5569999709789213,0.16159332677536445
71,0.06731387951322422,0.2030399380933875,0.5543672393103892,0.16163212431084906
72,0.06732089155695783,0.20246300044112853,0.5545684147936237,0.1617455458120372
73,0.07281554500291755,0.202602637220202,0.546699604811533,0.16317959289881284
74,0.07667495477451297,0.20298187679978502,0.5409401378789176,0.164092772726546
75,0.07979221853436702,0.2036673959803344,0.536278507587055,0.16427403212512887
76,0.08057169092110256,0.20393644203646638,0.53493170632019,0.1641367494692278
77,0.08137775026421822,0.20423129582703006,0.533396754173306,0.164096239197227
78,0.08455200576062102,0.20576350416353978,0.5270321698534626,0.16497472139704727
79,0.08721243962642003,0.20774783037552325,0.5232932879921306,0.16360555270720256
80,0.08686818432618726,0.20904025279133048,0.521890949804093,0.16414595239098695
81,0.08674974609197635,0.210497246082116,0.5206240326529743,0.16421976910062405
82,0.08666277360247829,0.21047545223573516,0.5209279677309073,0.16414286054554136
83,0.08549825810692957,0.21079415619205966,0.5232955934728193,0.16261346665454926
84,0.08628712921908224,0.2110131694248798,0.5220597893575353,0.16290052868396956
85,0.08709928572480724,0.21084304815027077,0.5219283695918316,0.1623372685573535
