date_time,demand,forecast_reg,forecast_linf,forecast_l1
2021-01-03 16:00:00,28086.5,28153.730999923413,27140.02068099344,28233.018544948354
2021-01-03 17:00:00,28306.0,28669.99425805871,27590.63529268145,28681.56489285182
2021-01-03 18:00:00,30845.666666666668,30541.044613332226,29390.528702761898,30571.47218636395
2021-01-03 19:00:00,32650.666666666668,32193.37968657638,30988.404634022994,32272.69828846909
2021-01-03 20:00:00,33486.5,33293.871219325796,32070.714754514123,33450.6824731272
2021-01-03 21:00:00,33615.5,33532.08975762581,32346.23007363364,33737.93585408683
2021-01-03 22:00:00,32001.166666666668,31795.325076253423,30685.190538255763,32000.82097104622
2021-01-03 23:00:00,29153.0,28846.56675718957,27865.600239375664,29062.827489169904
2021-01-04 00:00:00,26228.5,25962.74261896447,25038.78464548465,26005.759002183568
2021-01-04 01:00:00,23798.166666666668,23253.822824014784,22394.35271690686,23234.597038658718
2021-01-04 02:00:00,22485.166666666668,21895.383733530245,21077.674082040015,21831.728970532968
2021-01-04 03:00:00,21740.33333333333,21167.842180318425,20370.15389693848,21069.909950818143
2021-01-04 04:00:00,21628.166666666668,21356.496694437996,20560.099684529872,21259.163439840206
2021-01-04 05:00:00,22227.0,22267.33984111251,21424.53071699584,22139.93340570951
2021-01-04 06:00:00,24577.83333333333,25260.751402564103,24304.99716486251,25138.489563562547
2021-01-04 07:00:00,28138.166666666668,29043.47141090684,27988.374957620283,29050.70690510969
2021-01-04 08:00:00,31517.5,32019.631071881624,30879.925807511234,32107.42158974205
2021-01-04 09:00:00,34573.833333333336,34193.32408108734,32982.990390674306,34330.1146735543
2021-01-04 10:00:00,36256.66666666666,35777.069193476294,34526.696555484654,35975.81773452053
2021-01-04 11:00:00,36551.66666666666,36185.68478283879,34932.90688576925,36417.70683101075
2021-01-04 12:00:00,36281.0,35925.05642256969,34663.72308638972,36122.53747848257
2021-01-04 13:00:00,36683.833333333336,36225.15717959458,34964.16928003559,36449.60779308579
2021-01-04 14:00:00,36408.0,35983.6252708489,34784.38736128731,36256.10939816294
2021-01-04 15:00:00,35441.166666666664,34722.69676787866,33527.76111596747,34954.71412932207
2021-01-04 16:00:00,34857.666666666664,34513.77975984034,33336.93568309571,34713.515643845356
2021-01-04 17:00:00,35008.166666666664,35204.36440030492,33952.98809627864,35369.440740118975
2021-01-04 18:00:00,36409.0,37365.98286333637,36038.975104517995,37559.96881955838
2021-01-04 19:00:00,37223.66666666666,38312.91638947365,36959.834575542394,38520.40196682759
2021-01-04 20:00:00,37962.0,38122.181712305966,36789.04597559154,38373.244236982115
2021-01-04 21:00:00,37656.833333333336,37343.12014799169,36061.97233310692,37636.90167003168
2021-01-04 22:00:00,35167.166666666664,34322.00761561285,33152.392502184215,34582.37161094211
2021-01-04 23:00:00,31829.33333333333,29889.48778540792,28854.6613724475,30044.297764169554
2021-01-05 00:00:00,28742.0,27711.157337585595,26759.84785502941,27833.398903900157
2021-01-05 01:00:00,26192.33333333333,25861.48985269439,24984.430032459724,25940.868194660365
2021-01-05 02:00:00,24581.33333333333,24660.857789048503,23785.2396545277,24680.305620314626
2021-01-05 03:00:00,23859.0,23773.05851433029,22923.72578207756,23771.594035564718
2021-01-05 04:00:00,23611.83333333333,23401.323157264258,22531.334159978505,23350.347677998696
2021-01-05 05:00:00,24143.33333333333,24080.530455478918,23139.891141571243,23937.688840888677
2021-01-05 06:00:00,26288.83333333333,26539.081693080752,25477.42298327,26338.067754549575
2021-01-05 07:00:00,29646.166666666668,29934.430782016356,28780.999577581944,29728.35749780066
2021-01-05 08:00:00,32719.0,33094.51261039132,31827.145559291588,32929.461251423825
2021-01-05 09:00:00,35601.333333333336,35735.85944222059,34374.63291391732,35664.854179498565
2021-01-05 10:00:00,37131.833333333336,37132.61773928925,35756.370517332034,37185.10417726908
2021-01-05 11:00:00,37238.16666666666,37094.00314558696,35695.191702807635,37192.171267812446
2021-01-05 12:00:00,36756.0,36897.24295459972,35516.121625075335,36982.18732557003
2021-01-05 13:00:00,36786.833333333336,37235.600499277054,35857.80080210507,37364.47972469087
2021-01-05 14:00:00,36299.5,36806.10602476913,35475.741139002435,36971.15515784561
2021-01-05 15:00:00,35319.833333333336,35866.65873781381,34562.217761945496,35996.7227893072
2021-01-05 16:00:00,34883.5,35383.44343137054,34073.530508800824,35466.96265982845
2021-01-05 17:00:00,34835.0,35930.89564116349,34557.40146892128,35897.68022560352
2021-01-05 18:00:00,35970.0,37670.222959133105,36188.905611012386,37579.322207176665
2021-01-05 19:00:00,36463.333333333336,38600.74733029602,37040.407710148946,38504.73822239383
2021-01-05 20:00:00,36589.0,38769.792679243685,37281.885516471215,38876.478884530814
2021-01-05 21:00:00,36095.333333333336,37889.31200255087,36506.48344610919,38071.272762128996
2021-01-05 22:00:00,33814.0,35240.607552169124,33976.04290912827,35440.74918223323
2021-01-05 23:00:00,31053.83333333333,32036.55595997124,30962.993275926165,32298.086077782355
2021-01-06 00:00:00,28300.0,30097.993307348832,29050.70657168884,30233.219551459737
2021-01-06 01:00:00,25498.166666666668,27675.595089331706,26711.025785682406,27790.511458555095
2021-01-06 02:00:00,23676.666666666668,26118.432958242018,25164.834424812034,26141.172635252504
2021-01-06 03:00:00,22775.5,25306.759452584836,24372.31875295855,25302.551099797576
2021-01-06 04:00:00,22376.33333333333,25041.43884255443,24100.988265715234,24980.14922494107
2021-01-06 05:00:00,22321.0,25707.77204498166,24709.7011897603,25587.32248013935
2021-01-06 06:00:00,22611.83333333333,28148.776871284404,27041.111239806036,27993.51252355217
2021-01-06 07:00:00,23627.83333333333,31534.571340357514,30307.55667342208,31403.69490998074
2021-01-06 08:00:00,24345.5,34777.76413851591,33428.948339912466,34663.1266123898
2021-01-06 09:00:00,26802.666666666668,37447.40428368567,36031.467939812224,37455.96557905016
2021-01-06 10:00:00,29261.666666666668,38580.671568904465,37165.99755334668,38696.43562823011
2021-01-06 11:00:00,30441.0,38549.9639232738,37167.12176633862,38683.07207766625
2021-01-06 12:00:00,30104.33333333333,38026.968185455415,36629.51640268201,38162.21829646779
2021-01-06 13:00:00,30471.0,37933.26762422548,36553.16677115181,38095.50428828105
2021-01-06 14:00:00,30469.166666666668,37595.05012473155,36266.37453726567,37821.14455464512
2021-01-06 15:00:00,29197.33333333333,36678.76742507083,35370.79003180323,36863.954875644624
2021-01-06 16:00:00,28550.5,36432.131578839355,35128.83686874481,36600.9115473561
2021-01-06 17:00:00,28668.5,36445.95240546202,35116.757790833566,36562.72239901113
2021-01-06 18:00:00,30625.5,37272.64676740731,35910.88398432991,37399.03961424511
2021-01-06 19:00:00,31850.166666666668,37659.312823018394,36281.781871477,37791.07339381306
2021-01-06 20:00:00,32969.833333333336,37823.261896603704,36486.0814615235,37984.81212621614
2021-01-06 21:00:00,33504.333333333336,37393.74800838401,36095.36221406041,37643.22406355474
2021-01-06 22:00:00,32593.83333333333,34900.90596544973,33700.611407256845,35136.74625800251
2021-01-06 23:00:00,29995.83333333333,32186.70484804167,31034.906745621232,32338.728970574768
2021-01-07 00:00:00,27314.5,28786.708449615508,27793.23879070839,28927.692944838815
2021-01-07 01:00:00,24993.0,26302.35183178422,25389.16737317726,26385.999036411533
2021-01-07 02:00:00,23548.166666666668,24654.430221746727,23782.001516549906,24668.515670045344
2021-01-07 03:00:00,22988.33333333333,23667.24021533983,22820.298576283196,23632.346430439222
2021-01-07 04:00:00,22957.0,23016.741860350532,22173.878244935553,22935.76006995408
2021-01-07 05:00:00,23642.83333333333,22794.53982135292,21911.139347328393,22639.784035894536
2021-01-07 06:00:00,26329.666666666668,23765.77226424021,22801.423840354088,23525.10607966455
2021-01-07 07:00:00,30380.0,25332.433011307177,24297.256561596027,25098.33949006224
2021-01-07 08:00:00,33956.666666666664,26775.192533354264,25713.052433199435,26531.970695758107
2021-01-07 09:00:00,36948.5,29643.746972249548,28506.95688659947,29510.735744973583
2021-01-07 10:00:00,39160.5,31403.288766126418,30257.6452210508,31420.758830889274
2021-01-07 11:00:00,40186.333333333336,32384.294003537594,31173.100317756493,32337.7304812662
2021-01-07 12:00:00,40656.16666666666,32744.6083480074,31427.36490146687,32508.078052532583
2021-01-07 13:00:00,41206.5,33613.46884519587,32156.630547846013,33191.49284786223
2021-01-07 14:00:00,40711.16666666666,34412.036529730954,32716.903807359864,33648.57347780624
2021-01-07 15:00:00,39432.333333333336,33307.61734129571,31608.101461297298,32444.58227531488
2021-01-07 16:00:00,38696.0,31010.269613323966,29757.818101623096,30801.913101177102
2021-01-07 17:00:00,38685.333333333336,31206.36230257156,30046.70437690703,31189.448572191228
2021-01-07 18:00:00,39546.66666666666,32574.162003561192,31356.32905875446,32568.427071572994
2021-01-07 19:00:00,40009.0,33818.67646748791,32555.849326169282,33860.25671656205
2021-01-07 20:00:00,40246.333333333336,34370.203378387705,33111.40999667489,34491.990466788026
2021-01-07 21:00:00,39374.66666666666,34552.80080365601,33315.43602880905,34726.5796650754
2021-01-07 22:00:00,36354.16666666666,33243.47130173181,32073.906447524616,33439.20568345292
2021-01-07 23:00:00,32714.33333333333,30743.219716885815,29656.939056231982,30872.818317057492
2021-01-08 00:00:00,29754.0,27624.1310585854,26656.629442350706,27714.84250800938
2021-01-08 01:00:00,27220.0,25524.667803630557,24622.66700448271,25568.43328120155
2021-01-08 02:00:00,25781.33333333333,24007.042964837616,23118.692580645165,23966.341669082347
2021-01-08 03:00:00,25141.0,23057.050600641494,22183.363869387795,22980.537631925483
2021-01-08 04:00:00,24888.0,22625.44082533954,21733.977904363976,22495.837154540022
2021-01-08 05:00:00,25400.666666666668,23272.813453655,22310.053633272368,23046.778759306653
2021-01-08 06:00:00,27799.83333333333,25823.747986983937,24736.82014381248,25559.191856428573
2021-01-08 07:00:00,31828.0,29402.999448024995,28224.72813460339,29153.615677317423
2021-01-08 08:00:00,35355.5,32558.407870841667,31321.702212632536,32410.841215797944
2021-01-08 09:00:00,38131.0,35955.103315036344,34626.05324239348,35916.09369717135
2021-01-08 10:00:00,40220.333333333336,39014.83651721943,37525.72228601181,38967.026011332506
2021-01-08 11:00:00,41324.333333333336,40397.506045692266,38771.56797542284,40249.20126237629
2021-01-08 12:00:00,41465.66666666666,40889.22980222694,39242.72941033301,40763.87752360671
2021-01-08 13:00:00,41828.833333333336,41357.751500742845,39737.83042640514,41330.84230292711
2021-01-08 14:00:00,40911.333333333336,40845.01555320179,39264.552156886064,40825.966520636706
2021-01-08 15:00:00,39257.333333333336,39620.282519801476,38061.90111245202,39542.52667166608
2021-01-08 16:00:00,38338.66666666666,38747.55600790578,37217.318232028294,38647.06096551539
2021-01-08 17:00:00,38089.5,38410.924389385415,36910.32385169297,38357.33368948096
2021-01-08 18:00:00,39084.333333333336,39093.77886706818,37587.82504779714,39065.318735989684
2021-01-08 19:00:00,39428.66666666666,39335.85194320554,37846.401334099945,39357.953839265785
2021-01-08 20:00:00,39258.0,38996.84591623845,37539.93829453921,39131.81548811263
2021-01-08 21:00:00,38535.833333333336,37747.46343539263,36374.37115743654,37939.01476268631
2021-01-08 22:00:00,35774.666666666664,35100.488798457445,33848.58895343281,35291.769794246626
2021-01-08 23:00:00,32622.0,31339.572619998227,30256.655965869788,31535.548698404804
2021-01-09 00:00:00,30092.0,29754.742898243294,28744.526724800646,29944.60739926203
2021-01-09 01:00:00,27466.166666666668,27409.316110343883,26473.174159021764,27536.74387764899
2021-01-09 02:00:00,25573.83333333333,25831.92278715522,24910.351171097846,25902.885537303144
2021-01-09 03:00:00,24635.5,24635.798548464707,23746.764645291474,24654.99048569125
2021-01-09 04:00:00,24224.166666666668,24607.2733791227,23725.79623883802,24613.115932716977
2021-01-09 05:00:00,24161.83333333333,24277.554584870715,23385.3903569557,24244.32426481548
2021-01-09 06:00:00,24514.666666666668,25067.750085777065,24146.43884770249,25027.729565146572
2021-01-09 07:00:00,25697.0,26643.336925256564,25658.035535221294,26613.115221779455
2021-01-09 08:00:00,27365.83333333333,28753.38012135308,27719.043254860066,28734.341924519922
2021-01-09 09:00:00,29940.0,32004.583584335127,30844.497865626476,32014.86901539966
2021-01-09 10:00:00,32948.333333333336,35553.99372517894,34221.61986246764,35557.560226407855
2021-01-09 11:00:00,34497.166666666664,37152.16735463418,35729.131365079236,37172.59628757563
2021-01-09 12:00:00,34810.333333333336,37272.398288195545,35863.25056896816,37327.30681878702
2021-01-09 13:00:00,35445.333333333336,37530.281531790104,36117.90311339614,37609.49709153977
2021-01-09 14:00:00,35449.5,37026.99788199667,35661.721930408276,37164.23867061771
2021-01-09 15:00:00,34001.0,35709.82567359763,34413.48847454857,35835.85426454825
2021-01-09 16:00:00,32706.33333333333,34432.03032175959,33169.579405158285,34529.9276761636
2021-01-09 17:00:00,32518.5,34015.17993172331,32740.203803258,34067.38113937972
2021-01-09 18:00:00,33993.5,34689.93560283183,33391.593421047466,34762.284485751654
2021-01-09 19:00:00,35121.166666666664,35752.468290370765,34440.27787919776,35881.49252896785
2021-01-09 20:00:00,35874.166666666664,36054.734332226566,34746.5657500069,36215.84833560422
2021-01-09 21:00:00,35718.666666666664,35465.03685954586,34193.508097524056,35649.28122075405
2021-01-09 22:00:00,34023.0,33261.90450525998,32076.431526087923,33437.21109176285
2021-01-09 23:00:00,31395.33333333333,31170.185620068325,30066.39009373408,31332.134442678936
2021-01-10 00:00:00,28447.166666666668,28187.037236813576,27192.536606578993,28293.201772498436
2021-01-10 01:00:00,25728.666666666668,25430.094952174775,24518.034415966547,25466.327421523198
2021-01-10 02:00:00,23920.166666666668,23629.02564304654,22757.983589998625,23604.338779755442
2021-01-10 03:00:00,22977.5,22481.440188856755,21635.3886599025,22414.860726570478
2021-01-10 04:00:00,22598.83333333333,22205.980065623255,21363.903375890673,22138.97146800099
2021-01-10 05:00:00,22376.83333333333,22250.74665696314,21416.62368434402,22188.468236999473
2021-01-10 06:00:00,22729.666666666668,22814.072047371737,21965.614538381273,22766.483630442395
2021-01-10 07:00:00,23479.0,23614.203409108515,22717.014435583023,23528.360283128906
2021-01-10 08:00:00,24362.0,24989.429625442895,24034.81746641716,24863.08620842829
2021-01-10 09:00:00,26694.0,27041.927901847972,25992.632683779535,26918.457185625502
2021-01-10 10:00:00,29944.166666666668,29426.125582497883,28304.98337976228,29380.346478225914
2021-01-10 11:00:00,32092.0,30515.386687126444,29380.98686089507,30544.005826302713
2021-01-10 12:00:00,32761.5,31221.312244755838,30045.51693306155,31277.79319620172
2021-01-10 13:00:00,33878.333333333336,31936.111283752085,30747.581045921957,32027.231157044
2021-01-10 14:00:00,34207.5,31748.905683517027,30621.632083962148,31903.236868488755
2021-01-10 15:00:00,32486.83333333333,30949.40096937332,29857.17125891572,31085.45792743703
2021-01-10 16:00:00,31455.0,30102.905797051815,29024.468663307878,30218.60209823541
2021-01-10 17:00:00,31165.83333333333,30242.222033159378,29124.473119365965,30294.118969591487
2021-01-10 18:00:00,32994.833333333336,31907.182529618316,30713.89785216331,31994.878671400525
2021-01-10 19:00:00,34619.5,33417.98565642215,32191.539325540813,33529.30414828643
2021-01-10 20:00:00,35726.666666666664,34692.65712683748,33423.754943579865,34870.51828913979
2021-01-10 21:00:00,35839.333333333336,34964.88236427081,33720.97407608647,35189.3945241681
2021-01-10 22:00:00,34053.833333333336,33316.60077740527,32152.236156225215,33541.84695393087
2021-01-10 23:00:00,31168.83333333333,30445.552749371014,29347.05143997205,30572.33407111944
2021-01-11 00:00:00,27871.33333333333,27494.093863474063,26509.42097386048,27547.53206303391
2021-01-11 01:00:00,25473.33333333333,24748.36003749557,23846.475376095994,24734.2116575155
2021-01-11 02:00:00,24208.5,23508.038076558572,22634.420457936467,23445.48608046103
2021-01-11 03:00:00,23583.83333333333,22972.723031317404,22121.17932708772,22899.251831930065
2021-01-11 04:00:00,23479.83333333333,23041.87337423616,22204.11566334671,22970.47637544498
2021-01-11 05:00:00,24125.33333333333,23883.843109595222,23023.326004738443,23852.928578926214
2021-01-11 06:00:00,26925.33333333333,26663.20484733383,25739.520330543903,26708.534525162908
2021-01-11 07:00:00,31369.83333333333,30659.55525478359,29658.4074636064,30875.579278403464
2021-01-11 08:00:00,35193.166666666664,33979.030049658926,32897.316447323465,34261.05596842368
2021-01-11 09:00:00,37494.66666666666,36864.46672264368,35601.69609424632,37058.58127241181
2021-01-11 10:00:00,38965.66666666666,38552.4819543794,37208.3654556391,38763.013569038456
2021-01-11 11:00:00,39269.16666666666,39260.204319786084,37893.02590332295,39520.93332030507
2021-01-11 12:00:00,38807.833333333336,39101.88198518485,37739.549859549224,39350.02646129076
2021-01-11 13:00:00,38962.0,39546.468438448595,38184.602716239904,39842.29996547281
2021-01-11 14:00:00,38151.66666666666,39100.069590022176,37778.9448871417,39437.62439576248
2021-01-11 15:00:00,37254.66666666666,37449.21174364576,36169.32064431945,37717.47668063381
2021-01-11 16:00:00,36689.0,37129.05525675561,35854.532640166,37371.217012406814
2021-01-11 17:00:00,36813.333333333336,38148.83360750142,36771.3338455043,38268.259954223824
2021-01-11 18:00:00,38766.16666666666,40197.28149341016,38722.816043203726,40300.625978111646
2021-01-11 19:00:00,40468.833333333336,40831.02657513747,39366.03083811555,41018.005486395676
2021-01-11 20:00:00,40883.333333333336,40431.08171855103,39004.597529544524,40712.09560608734
2021-01-11 21:00:00,40236.833333333336,39293.16036722745,37931.93585912519,39605.809873200575
2021-01-11 22:00:00,37211.833333333336,36073.633284221425,34802.455207039886,36302.778587734305
2021-01-11 23:00:00,33564.833333333336,31473.366439275564,30379.66518880999,31633.028375317248
2021-01-12 00:00:00,30395.83333333333,29532.778389358453,28503.66516328078,29659.136402731692
2021-01-12 01:00:00,27996.33333333333,27807.64083256154,26838.419021704423,27914.012339577923
2021-01-12 02:00:00,26674.666666666668,26593.51569350441,25640.216292148372,26640.164272768
2021-01-12 03:00:00,26044.0,25407.621273093522,24499.941382517918,25443.418328981657
2021-01-12 04:00:00,25942.5,25295.95447095685,24359.209665265305,25282.77922597625
2021-01-12 05:00:00,26380.5,26094.473214181384,25080.156210001725,26006.498954785584
2021-01-12 06:00:00,28837.166666666668,28710.7196261301,27554.93272827884,28554.682638365965
2021-01-12 07:00:00,33059.166666666664,32406.817659413216,31089.386004086326,32253.216037168146
2021-01-12 08:00:00,36818.5,35855.69729892589,34403.72806286156,35554.718304861235
2021-01-12 09:00:00,38757.333333333336,37656.03094661216,36136.07729900319,37438.63385524499
2021-01-12 10:00:00,40089.16666666666,38918.46762440525,37357.08247953284,38747.627555069754
2021-01-12 11:00:00,40115.833333333336,39405.145820787286,37840.70812142007,39366.307569468525
2021-01-12 12:00:00,39633.5,38957.73457018702,37447.07773891068,39003.92200214349
2021-01-12 13:00:00,39642.5,38838.680629099406,37348.4599856534,38902.44699027663
2021-01-12 14:00:00,38688.5,38380.83118876552,36946.933034598165,38495.656087031835
2021-01-12 15:00:00,37750.5,37557.0988728946,36165.37149451377,37617.61246636
2021-01-12 16:00:00,37178.16666666666,37099.031422118336,35689.30841415275,37085.2443478253
2021-01-12 17:00:00,37332.0,37491.5828536171,35950.46254237739,37251.311286265955
2021-01-12 18:00:00,39339.16666666666,39296.50645872233,37689.48326230749,39090.57789068035
2021-01-12 19:00:00,41002.333333333336,40328.2747240718,38720.299413609755,40212.375881686654
2021-01-12 20:00:00,41564.16666666666,40204.96280401676,38631.543153312734,40232.49554542365
2021-01-12 21:00:00,40700.66666666666,38962.16986408375,37513.51786618243,39107.949422056714
2021-01-12 22:00:00,37815.0,36117.19674317285,34791.468784953795,36255.520301748795
2021-01-12 23:00:00,33943.666666666664,32924.67556214462,31766.536388246997,33103.2407797151
2021-01-13 00:00:00,30755.33333333333,30580.51423843668,29471.13229648128,30652.300367326796
2021-01-13 01:00:00,28235.83333333333,28328.408436817717,27284.453395570137,28352.76720037671
2021-01-13 02:00:00,26824.33333333333,27189.562812716893,26155.008453678063,27146.53915399123
2021-01-13 03:00:00,26344.5,26335.918462394373,25334.164585643717,26279.767822299094
2021-01-13 04:00:00,26112.83333333333,25908.46327918181,24914.21082284935,25801.346653518434
2021-01-13 05:00:00,26679.5,26569.828491506716,25533.67472202308,26416.040147219905
2021-01-13 06:00:00,29120.166666666668,28974.985936238776,27814.342919635685,28792.54183271031
2021-01-13 07:00:00,33576.833333333336,32512.034787656565,31237.13080217001,32311.862423792914
2021-01-13 08:00:00,37212.333333333336,35847.1220375186,34463.283385678864,35752.63692948435
2021-01-13 09:00:00,39079.333333333336,37113.462110643515,35663.14164622675,37042.043351245644
2021-01-13 10:00:00,40246.5,38507.923650855,37025.3842298814,38517.83468680574
2021-01-13 11:00:00,40052.16666666666,38563.69055484727,37095.90334157982,38609.5728382801
2021-01-13 12:00:00,39483.16666666666,38300.705530772466,36867.92879277747,38340.41547184343
2021-01-13 13:00:00,39332.833333333336,38456.273076899255,37039.493960307176,38537.62939601493
2021-01-13 14:00:00,38308.66666666666,37554.34586113957,36192.89040126523,37686.85530910223
2021-01-13 15:00:00,37372.16666666666,36621.70201476769,35284.28273158968,36741.79870942423
2021-01-13 16:00:00,36900.16666666666,36289.931818049685,34952.5269334423,36372.94547113719
2021-01-13 17:00:00,36885.16666666666,36655.41294401687,35245.20459276489,36642.51105175777
2021-01-13 18:00:00,38958.16666666666,38238.742594476455,36753.37553281387,38209.009255356395
2021-01-13 19:00:00,40539.0,39487.716059184975,37983.14309533429,39503.22201367246
2021-01-13 20:00:00,41042.0,39584.51874171973,38113.66978961605,39686.73598620581
2021-01-13 21:00:00,40110.16666666666,38703.54761645383,37296.49581924232,38882.664675471664
2021-01-13 22:00:00,37171.5,35695.53778767363,34414.65816390224,35871.16901944405
2021-01-13 23:00:00,33619.333333333336,32307.16350075468,31108.852523787456,32360.905052342478
2021-01-14 00:00:00,30348.5,31824.63166519418,30719.581786910378,32012.43759387814
2021-01-14 01:00:00,28017.166666666668,29350.528911935085,28329.246188788118,29487.386290288134
2021-01-14 02:00:00,26685.0,27746.18835977185,26744.465716049763,27790.45392750253
2021-01-14 03:00:00,25985.83333333333,26949.659802290844,25967.877065452238,26957.52006912925
2021-01-14 04:00:00,25759.33333333333,26773.36343047039,25774.294867223278,26753.280838960833
