date_time,demand,mlp_regressor_forecast,linear_regression_forecast,ridge_regression_forecast,xgboost_forecast
2022-01-03 08:00:00,28397.5,27005.181035150476,27008.71536887388,27009.731632847837,28774.045
2022-01-03 09:00:00,30070.5,28401.519450640968,28441.712196255987,28441.496430354215,29371.416
2022-01-03 10:00:00,31073.5,29191.134303110604,29246.60752221174,29245.988978037207,29306.947
2022-01-03 11:00:00,30849.33333333333,29598.904588410827,29663.2105364784,29662.34578549424,29325.516
2022-01-03 12:00:00,30492.666666666668,29360.914666698918,29412.548156808374,29412.1659815875,29371.662
2022-01-03 13:00:00,30476.0,29486.931642335323,29531.77864865156,29531.747914846615,29245.734
2022-01-03 14:00:00,30154.166666666668,29589.83989152141,29650.89953263626,29650.171633209655,29125.088
2022-01-03 15:00:00,29194.166666666668,28548.28954327993,28590.41883793831,28590.102580404633,28781.89
2022-01-03 16:00:00,28775.166666666668,28258.06623761677,28299.27247427442,28298.86732544572,29386.885
2022-01-03 17:00:00,29164.166666666668,28637.761502656285,28647.659756881098,28648.717245198382,28564.717
2022-01-03 18:00:00,30941.666666666668,30694.530692998298,30738.613761539804,30738.970048217307,27360.896
2022-01-03 19:00:00,31773.166666666668,31384.314806404636,31403.3680294043,31404.939156091186,28327.244
2022-01-03 20:00:00,32294.666666666668,31646.51307035554,31701.832196534284,31702.01718851872,28910.258
2022-01-03 21:00:00,31886.5,31259.938725232158,31366.933087185873,31364.98530033939,30896.555
2022-01-03 22:00:00,29360.33333333333,29074.563712317875,29178.826355533172,29176.264665949195,29575.273
2022-01-03 23:00:00,26643.666666666668,25804.996188873556,25899.580044800165,25896.318607097233,26393.027
2022-01-04 00:00:00,24830.0,24622.806163960202,24664.801054363237,24663.118324334973,24615.783
2022-01-04 01:00:00,23108.83333333333,23386.653621450587,23413.8560288579,23412.3247243925,23280.986
2022-01-04 02:00:00,21954.83333333333,22479.243568211634,22494.271382907933,22492.902158543373,22574.82
2022-01-04 03:00:00,21370.5,21888.000145574464,21893.029028279765,21891.840432215962,21895.172
2022-01-04 04:00:00,21262.33333333333,21541.7849384604,21517.742703592776,21517.4415613705,21573.674
2022-01-04 05:00:00,21841.5,21961.124223717736,21897.037602787743,21898.170522702243,21983.283
2022-01-04 06:00:00,23778.166666666668,23923.228686416285,23846.72141347616,23848.778052849477,23921.398
2022-01-04 07:00:00,26759.666666666668,26712.08957621769,26657.202935654983,26659.289752603137,28732.625
2022-01-04 08:00:00,28856.166666666668,28726.950826627894,28708.647814232867,28710.090945761323,29597.814
2022-01-04 09:00:00,30329.83333333333,30359.76429823009,30392.191504584913,30392.474010287322,30647.771
2022-01-04 10:00:00,31256.166666666668,31387.797597794375,31450.129673104395,31449.746377249816,31662.74
2022-01-04 11:00:00,31356.166666666668,31223.812245098423,31285.73032250317,31285.28997723606,31612.277
2022-01-04 12:00:00,31288.33333333333,30915.736534883352,30954.6565983413,30954.778271750012,31327.908
2022-01-04 13:00:00,31475.5,30914.76615496296,30955.282300418377,30955.32833519019,31256.943
2022-01-04 14:00:00,31281.0,30606.443112262663,30661.03369910956,30660.58891504223,30376.064
2022-01-04 15:00:00,30426.0,29779.18182852065,29844.724031573205,29843.770803084066,29041.713
2022-01-04 16:00:00,30202.83333333333,29608.08702664498,29632.04818644104,29632.16494980326,28897.783
2022-01-04 17:00:00,30426.5,29861.257922538105,29861.00545239693,29861.797525494738,29496.473
2022-01-04 18:00:00,31480.666666666668,31370.79881405312,31415.568598491147,31415.454840482875,30675.531
2022-01-04 19:00:00,32051.83333333333,32171.602128969786,32195.43860044759,32196.02855750533,31976.945
2022-01-04 20:00:00,32666.83333333333,32517.181125374143,32574.406304872602,32574.162285502258,32856.16
2022-01-04 21:00:00,32168.666666666668,31819.15731497868,31911.36861642197,31910.05507728066,32094.309
2022-01-04 22:00:00,29857.0,29647.30757585874,29741.53821297305,29739.747833477282,30043.672
2022-01-04 23:00:00,27168.166666666668,27554.70790709293,27654.13829037784,27651.823741693646,27728.81
2022-01-05 00:00:00,25595.0,25506.27319259905,25550.296518550887,25548.9917515733,26163.982
2022-01-05 01:00:00,23837.5,23857.615560868042,23882.52198495806,23881.395005067065,24428.459
2022-01-05 02:00:00,22631.666666666668,22758.519329090614,22756.182321747237,22755.5227836171,23036.69
2022-01-05 03:00:00,22036.166666666668,22102.107364111936,22074.15471327634,22073.99488048596,22347.963
2022-01-05 04:00:00,21896.0,21939.54904147166,21894.554143576093,21894.768030447536,22466.727
2022-01-05 05:00:00,22290.5,22787.770817790162,22718.902205227972,22719.802318835686,23888.838
2022-01-05 06:00:00,24079.666666666668,24520.903763059672,24409.079148431723,24411.22226896277,26176.986
2022-01-05 07:00:00,26840.0,27147.50105314834,27080.110127355903,27081.640787620516,27793.328
2022-01-05 08:00:00,29053.0,29030.94006745531,28992.188330463712,28993.34827836685,29191.584
2022-01-05 09:00:00,30776.83333333333,30566.186567428147,30558.184259176345,30558.8639954591,30517.05
2022-01-05 10:00:00,31676.666666666668,31475.436078448696,31495.726386433686,31495.889353604693,31324.46
2022-01-05 11:00:00,31797.33333333333,31789.739737150692,31822.54503018731,31822.46028692261,31557.701
2022-01-05 12:00:00,31690.666666666668,31952.697636367793,31981.273010819128,31981.28325494909,31849.225
2022-01-05 13:00:00,31785.666666666668,32251.92547446807,32289.773975367818,32289.614411864328,32028.73
2022-01-05 14:00:00,31197.666666666668,32179.991969455474,32249.154827320424,32248.330302438113,31950.078
2022-01-05 15:00:00,30166.666666666668,31658.199077320987,31689.175816613773,31689.04588504069,30864.713
2022-01-05 16:00:00,29790.0,31034.66026620916,31082.675540759235,31082.116053751808,31061.523
2022-01-05 17:00:00,29755.0,31222.327016846106,31253.613121134593,31253.394459722524,31126.453
2022-01-05 18:00:00,30481.5,32177.877041286192,32220.815438436202,32220.47192514583,32074.979
2022-01-05 19:00:00,30790.5,32679.884370067477,32705.734155568676,32705.775990623217,32439.818
2022-01-05 20:00:00,30981.166666666668,32891.26230161229,32956.735231868646,32956.03823260886,32685.344
2022-01-05 21:00:00,30464.666666666668,32511.51528815038,32622.213934305182,32620.620211915266,32221.344
2022-01-05 22:00:00,28305.0,30284.628221673793,30386.14778618669,30384.47685697661,29990.771
2022-01-05 23:00:00,26219.33333333333,27665.15360569714,27720.272235813096,27719.149243537355,27346.709
2022-01-06 00:00:00,24639.0,26186.235649982806,26234.233837349406,26233.057575214378,26090.238
2022-01-06 01:00:00,22799.33333333333,24505.80850188216,24527.861131752612,24526.989294015446,24378.355
2022-01-06 02:00:00,21357.166666666668,23484.823674513576,23489.559185987186,23488.903882664177,23439.55
2022-01-06 03:00:00,20570.83333333333,22837.113630182677,22829.59631036486,22829.105405066224,22740.346
2022-01-06 04:00:00,20147.666666666668,22739.526418733265,22713.01151057893,22712.899050710934,22462.633
2022-01-06 05:00:00,20051.166666666668,23297.005939227525,23238.256430689205,23238.89865947355,23193.54
2022-01-06 06:00:00,20528.0,25185.14997193064,25122.56444387423,25123.547550239637,25059.613
2022-01-06 07:00:00,21179.83333333333,28038.980035793556,28012.390482915802,28013.000482597065,27187.91
2022-01-06 08:00:00,21766.666666666668,30529.24422602583,30535.22436931212,30535.4764056565,29249.115
2022-01-06 09:00:00,23140.83333333333,32176.19665233483,32206.050037864323,32206.001634064916,31956.055
2022-01-06 10:00:00,24692.666666666668,33165.138294435514,33219.83424310328,33219.332492558824,32823.96
2022-01-06 11:00:00,25087.0,33238.765908774745,33300.072753905246,33299.39793166909,32792.734
2022-01-06 12:00:00,24880.166666666668,33291.727906204156,33346.29107735713,33345.79154419699,32822.473
2022-01-06 13:00:00,25022.666666666668,33387.855833047266,33451.89237943763,33451.139210432455,32423.39
2022-01-06 14:00:00,25376.166666666668,32778.99599515853,32843.193209297904,32842.30834298351,32419.338
2022-01-06 15:00:00,24417.5,31521.41865967598,31556.800294734505,31556.526205701386,31229.639
2022-01-06 16:00:00,23878.83333333333,30696.319534180133,30726.170910890483,30725.897893841415,30853.08
2022-01-06 17:00:00,24266.0,31076.290100332688,31100.724457460095,31100.719010606572,31256.148
2022-01-06 18:00:00,26388.0,31837.654409130355,31875.061843120835,31874.795400206156,32118.582
2022-01-06 19:00:00,27866.83333333333,32377.77277767322,32435.721931743716,32434.82988907191,32624.693
2022-01-06 20:00:00,28802.166666666668,32884.31607961192,32952.076922877255,32950.88443803233,33074.094
2022-01-06 21:00:00,29331.83333333333,32566.930967877972,32656.025861305,32653.742424549575,32500.209
2022-01-06 22:00:00,28229.5,30934.852234100406,31016.173137408867,31013.62435468305,30760.254
2022-01-06 23:00:00,26146.5,28765.175873129363,28814.88368070302,28813.023134695333,28634.264
2022-01-07 00:00:00,24301.33333333333,25351.033211880953,25371.92186358999,25370.277077874613,25173.998
2022-01-07 01:00:00,22585.166666666668,23603.436912601395,23609.63694134611,23608.07448752566,23185.322
2022-01-07 02:00:00,21370.0,22053.163632020503,22043.816244713613,22042.466977179327,21708.494
2022-01-07 03:00:00,20722.33333333333,21251.663612523767,21231.520755696103,21230.434482122102,20664.092
2022-01-07 04:00:00,20619.33333333333,20842.8338668039,20813.456792376393,20812.749516345866,20263.438
2022-01-07 05:00:00,21135.666666666668,20885.582522246088,20849.816876400142,20849.547707045283,20226.547
2022-01-07 06:00:00,22896.83333333333,21622.108278547938,21582.373114881,21582.744254023226,21112.645
2022-01-07 07:00:00,25545.0,22626.214476019224,22586.05227556553,22587.015779532998,22499.64
2022-01-07 08:00:00,27612.83333333333,23827.466367014076,23787.759079449257,23789.473644085574,23225.225
2022-01-07 09:00:00,29485.83333333333,25022.427921829734,24990.202859713012,24992.21061365445,24585.76
2022-01-07 10:00:00,30634.166666666668,26223.316888545054,26206.73549759016,26208.265065698728,25370.428
2022-01-07 11:00:00,30598.166666666668,26687.640124730686,26681.241079515778,26682.230903353735,26265.082
2022-01-07 12:00:00,30219.166666666668,26534.940429456394,26529.71655923279,26530.66670932431,25754.15
2022-01-07 13:00:00,30406.0,26546.648238811344,26546.51846613417,26546.993110984895,25573.582
2022-01-07 14:00:00,30373.666666666668,26581.114704721407,26591.001331304244,26590.167417075616,25162.459
2022-01-07 15:00:00,29590.166666666668,25583.74942809934,25589.035465935154,25588.058105040505,24394.68
2022-01-07 16:00:00,29246.0,24970.619693767556,24962.974689587867,24963.7565115434,23485.658
2022-01-07 17:00:00,29308.666666666668,25031.717807312263,25019.059231139992,25021.287231889517,23734.49
2022-01-07 18:00:00,31107.0,26417.82628406009,26415.056205262594,26417.144082803286,24393.209
2022-01-07 19:00:00,32334.0,27503.5386869023,27510.263868876922,27511.822513466195,25661.36
2022-01-07 20:00:00,33096.666666666664,28241.19172192899,28254.01862417835,28255.193972810936,26934.424
2022-01-07 21:00:00,32748.83333333333,28812.211245802373,28831.12634578296,28831.136178239056,27470.842
2022-01-07 22:00:00,30532.5,28057.64556870531,28074.74865609508,28073.42245898426,27076.742
2022-01-07 23:00:00,27896.666666666668,26511.559569793426,26520.748426996404,26519.17761759298,25797.098
2022-01-08 00:00:00,26043.33333333333,25682.42425520071,25687.920828714112,25685.441973736495,24884.574
2022-01-08 01:00:00,24076.83333333333,24027.736229606588,24024.82653111588,24022.523274957173,23296.383
2022-01-08 02:00:00,22563.166666666668,22609.65084990861,22599.434206055692,22597.722087639737,21944.387
2022-01-08 03:00:00,21893.166666666668,21719.104344501,21704.326208676754,21703.042371491978,20511.201
2022-01-08 04:00:00,21590.166666666668,21424.33292489816,21408.12847146348,21406.577709420177,20161.254
2022-01-08 05:00:00,21607.83333333333,21347.56210225148,21330.508045065595,21328.946527065433,20172.82
2022-01-08 06:00:00,22320.33333333333,21800.506650294014,21784.281734508008,21781.98444743232,20489.08
2022-01-08 07:00:00,23507.5,22658.821023731387,22645.405536318853,22642.958045433894,21717.764
2022-01-08 08:00:00,24711.83333333333,24069.393435789705,24062.13688114381,24059.946348029447,23275.96
2022-01-08 09:00:00,26699.83333333333,26277.266866223334,26280.390590703915,26278.076264462357,24677.59
2022-01-08 10:00:00,28629.0,28225.25302969193,28238.33227538876,28235.503182573917,26482.006
2022-01-08 11:00:00,28973.0,28892.94514448713,28909.819734179324,28906.462180111055,27029.238
2022-01-08 12:00:00,29034.83333333333,28842.65309886024,28859.244243294557,28856.52116385066,27400.209
2022-01-08 13:00:00,29347.0,28901.001944163923,28917.48755460346,28915.343843734918,27688.236
2022-01-08 14:00:00,29521.33333333333,28859.07561837602,28875.1261879831,28872.65116254764,27621.432
2022-01-08 15:00:00,28516.5,27769.252788161368,27778.222652669665,27776.394354530912,26887.998
2022-01-08 16:00:00,27757.33333333333,27082.63524368632,27088.105150569012,27086.12192883778,25749.26
2022-01-08 17:00:00,27770.5,26776.223256542446,26778.310321421828,26777.729562873683,26233.053
2022-01-08 18:00:00,29803.5,28313.171307734257,28323.016300902877,28322.48138432635,27700.408
2022-01-08 19:00:00,31064.5,29780.17664254437,29793.08572626913,29794.41606863674,29440.082
2022-01-08 20:00:00,31684.33333333333,30817.705537547554,30836.770640246436,30837.57861659534,30365.357
2022-01-08 21:00:00,31729.166666666668,30846.685428594832,30869.4803922843,30869.077675589688,30446.684
2022-01-08 22:00:00,29719.33333333333,29347.614811432184,29364.687322151487,29363.569399827295,28834.916
2022-01-08 23:00:00,27306.166666666668,27784.39546245346,27796.64220998569,27794.56852841134,27117.71
2022-01-09 00:00:00,25242.0,25202.970523926164,25193.305645689394,25193.09423367098,24973.81
2022-01-09 01:00:00,23288.666666666668,22948.569887269627,22925.448159453514,22925.544769419717,23176.06
2022-01-09 02:00:00,21834.166666666668,21389.972112568244,21357.086752333795,21357.72686977857,21386.36
2022-01-09 03:00:00,20922.166666666668,20833.935647529925,20798.30632270701,20798.926209625468,20718.004
2022-01-09 04:00:00,20337.0,20709.339921851955,20672.9970950228,20673.890259503143,20695.998
2022-01-09 05:00:00,20358.666666666668,20682.674062959606,20647.024649482373,20648.038945421962,20698.338
2022-01-09 06:00:00,20812.5,20935.737550768255,20903.882975518965,20905.738769430274,20861.82
2022-01-09 07:00:00,21537.666666666668,21625.3027059009,21600.305907389662,21602.17786180987,21471.678
2022-01-09 08:00:00,22122.5,22400.465023002645,22384.02148864547,22386.31618840139,21916.748
2022-01-09 09:00:00,23795.5,23876.819912405306,23872.382816402685,23874.954121376053,24027.324
2022-01-09 10:00:00,25871.166666666668,25341.696652215876,25341.52068086004,25343.287563940263,26020.555
2022-01-09 11:00:00,27107.33333333333,25896.019887114315,25900.015332162584,25901.671246157104,25934.54
2022-01-09 12:00:00,27632.166666666668,26230.479793166265,26235.566951518576,26236.977546935672,25601.76
2022-01-09 13:00:00,28374.5,26675.235811462706,26681.70200468487,26682.966246178497,25022.012
2022-01-09 14:00:00,28727.166666666668,27007.574260371548,27000.637861144452,27000.785303908826,27299.549
2022-01-09 15:00:00,27347.166666666668,26539.89496035399,26528.102686248843,26528.08799173416,26606.82
2022-01-09 16:00:00,26433.666666666668,26053.522161432556,26047.80945948998,26048.287533673818,26167.867
2022-01-09 17:00:00,26484.5,25923.17309574971,25939.286392179853,25940.91507789667,26355.404
2022-01-09 18:00:00,28639.666666666668,27410.41881534046,27435.807316924136,27437.54161969612,28647.246
2022-01-09 19:00:00,30370.33333333333,28818.80868092219,28838.160707712497,28839.34353332505,30518.28
2022-01-09 20:00:00,31411.5,29700.342672095056,29715.74843380927,29716.58821000336,30978.062
2022-01-09 21:00:00,31284.33333333333,30289.37585492626,30281.763726870362,30281.376951313938,30699.676
2022-01-09 22:00:00,29036.83333333333,28792.014099358057,28766.0762530125,28765.06987012678,27968.6
2022-01-09 23:00:00,26368.0,26315.973099030518,26308.986875885217,26309.344748651394,26425.2
2022-01-10 00:00:00,24257.166666666668,25769.93289770131,25715.789808825954,25714.024787686933,25788.123
2022-01-10 01:00:00,22538.0,23601.169444355768,23547.053565728012,23545.616890950147,23305.219
2022-01-10 02:00:00,21594.666666666668,22426.703081704552,22370.656359692108,22369.2730706342,21947.268
2022-01-10 03:00:00,21072.166666666668,21649.686374438614,21596.30041855162,21595.17716460879,21292.127
2022-01-10 04:00:00,21197.166666666668,21236.994339885434,21190.455655754802,21189.79322475547,20819.275
2022-01-10 05:00:00,21917.5,22150.13256578173,22120.69609321673,22120.82364883603,22269.582
2022-01-10 06:00:00,24954.0,24497.838670664652,24483.244131582756,24483.678594801248,24399.371
2022-01-10 07:00:00,29505.0,27442.975817930786,27440.874176921625,27441.335159351558,27610.396
2022-01-10 08:00:00,32253.0,29151.71054764094,29153.786882223172,29154.08230830013,29736.898
2022-01-10 09:00:00,33036.333333333336,30425.43467626509,30432.788353943055,30433.060813668257,30664.863
2022-01-10 10:00:00,33789.5,31482.794430432336,31487.8110380406,31487.544680817835,31484.615
2022-01-10 11:00:00,33788.0,32080.04630839648,32086.467148583342,32086.00844008753,32220.2
2022-01-10 12:00:00,33968.0,32370.676457693553,32379.970684574917,32379.552755907,32459.166
2022-01-10 13:00:00,33929.833333333336,33053.16277857108,33061.95028920204,33060.99851591015,32984.95
2022-01-10 14:00:00,33455.166666666664,33044.28822041583,33053.90437727722,33052.937106388694,32867.37
2022-01-10 15:00:00,32606.166666666668,31397.732149526266,31403.03375658835,31402.49653164131,31284.76
2022-01-10 16:00:00,32015.83333333333,30969.83889932955,30976.80071338682,30976.71275588367,30913.72
2022-01-10 17:00:00,31953.83333333333,31537.227723656328,31552.887883068008,31553.52055129001,31378.502
2022-01-10 18:00:00,33318.5,34021.72637011555,34046.8032187017,34046.99601236681,33449.152
2022-01-10 19:00:00,34463.833333333336,35256.951176216906,35283.75937240271,35283.187646620674,33990.59
2022-01-10 20:00:00,34954.666666666664,35809.055412389105,35837.975846414716,35837.12971137831,33938.21
2022-01-10 21:00:00,34260.5,35089.819935781976,35109.90897065042,35107.977462013725,33345.31
2022-01-10 22:00:00,31182.5,31537.713665616346,31540.960782956776,31539.378149835295,31446.734
2022-01-10 23:00:00,28222.83333333333,27530.619373058602,27515.62493369408,27514.17747875439,27425.432
2022-01-11 00:00:00,26536.83333333333,25510.691084541162,25485.18838793258,25484.26459852488,25361.717
2022-01-11 01:00:00,24924.5,24246.624944795494,24214.404104889047,24213.63231070406,24270.094
2022-01-11 02:00:00,23864.166666666668,23416.777725527652,23381.394002328507,23380.926769364753,23418.809
2022-01-11 03:00:00,23377.0,22822.998941376423,22786.315570853116,22786.100191554422,22893.258
2022-01-11 04:00:00,23327.33333333333,22775.57696256816,22739.137554713645,22738.997197441502,22734.281
2022-01-11 05:00:00,23961.666666666668,23411.90004309458,23388.542274298714,23389.285657539844,23367.916
2022-01-11 06:00:00,26188.33333333333,26186.272379872615,26185.562025605992,26186.9322238516,26327.867
2022-01-11 07:00:00,30271.166666666668,30377.990971615527,30386.6569841185,30387.14506442987,30291.697
2022-01-11 08:00:00,32718.166666666668,32641.47836921889,32652.890878769365,32652.857047622932,32474.883
2022-01-11 09:00:00,33444.5,33386.42918791408,33400.92781135846,33400.88774229048,32700.184
2022-01-11 10:00:00,33748.666666666664,34059.73705820276,34074.44818706664,34074.27187603551,33380.91
2022-01-11 11:00:00,33578.166666666664,33836.099435034535,33851.49737285243,33851.44480503306,33625.56
2022-01-11 12:00:00,33371.833333333336,33824.7111495419,33839.27168545984,33839.21673989899,33989.016
2022-01-11 13:00:00,33241.833333333336,33701.62882330384,33711.38108470114,33711.2085576185,33280.55
2022-01-11 14:00:00,32702.33333333333,33156.1996914836,33160.94600931159,33160.73990309092,33067.566
2022-01-11 15:00:00,31871.83333333333,32185.202141744394,32185.211869170977,32185.049176370314,32138.297
2022-01-11 16:00:00,31496.33333333333,31603.051472475127,31607.126332674197,31607.176756580124,31583.123
2022-01-11 17:00:00,31639.83333333333,31649.0661086705,31668.616447735232,31669.027574545857,31787.465
2022-01-11 18:00:00,33129.666666666664,33230.32846629708,33257.70414378287,33258.08680478962,33215.965
2022-01-11 19:00:00,34580.666666666664,34505.668265634005,34542.167110903145,34542.575070051374,34467.78
2022-01-11 20:00:00,35151.166666666664,34752.32224733739,34765.08991383945,34765.054903051016,34342.082
2022-01-11 21:00:00,34300.166666666664,33847.91310998752,33827.691745228876,33827.25991222481,33310.293
2022-01-11 22:00:00,31252.33333333333,30911.41948218732,30872.722488463332,30872.29256016891,30903.016
2022-01-11 23:00:00,28300.5,28360.930814337527,28289.996385611623,28289.395769573952,28396.81
2022-01-12 00:00:00,26556.33333333333,26523.109862056455,26483.399609911987,26483.308835857923,26387.396
2022-01-12 01:00:00,25083.5,25045.043806637645,25002.641157032373,25002.62158993614,24652.336
2022-01-12 02:00:00,24083.666666666668,24024.674998741786,23980.714994400045,23980.7480744432,23732.578
2022-01-12 03:00:00,23581.166666666668,23583.103367418593,23536.16698989444,23536.206545945486,23257.812
2022-01-12 04:00:00,23424.83333333333,23525.767100463956,23491.182969994497,23491.35387582598,23147.986
2022-01-12 05:00:00,23929.0,24175.690975780908,24161.10202899692,24161.43432464101,23929.3
2022-01-12 06:00:00,26449.666666666668,26540.646120373844,26553.70680403962,26554.181795097,26783.88
2022-01-12 07:00:00,30411.33333333333,30446.598159367342,30457.200292961108,30457.369643810627,30565.941
2022-01-12 08:00:00,33076.333333333336,32583.74706351075,32580.079915512888,32579.94674522451,33092.58
2022-01-12 09:00:00,33791.0,33517.878874583104,33514.617458045184,33514.4197042115,33264.945
2022-01-12 10:00:00,34150.666666666664,34026.34488589124,34024.736390376136,34024.50618503693,33825.918
2022-01-12 11:00:00,33941.666666666664,33939.28914065535,33941.43720971268,33941.22227355813,33793.445
2022-01-12 12:00:00,33674.5,33710.64287414155,33714.01165841231,33713.80538035309,33163.676
2022-01-12 13:00:00,33376.333333333336,33606.4309430412,33607.93807151818,33607.71717629619,33086.082
2022-01-12 14:00:00,32965.833333333336,33052.682728752465,33050.73982278534,33050.52598079919,32600.062
2022-01-12 15:00:00,32334.0,32176.77621392753,32175.115463615315,32174.951700953356,32030.01
2022-01-12 16:00:00,31760.5,31700.304158882827,31699.640968211163,31699.505909837007,31380.334
2022-01-12 17:00:00,31920.5,31869.862596045878,31884.02441821785,31883.94360640009,31627.615
2022-01-12 18:00:00,33577.666666666664,33292.04923634376,33302.25615260186,33302.05408204204,33013.24
2022-01-12 19:00:00,35226.0,34875.423306926175,34877.61925033956,34877.25212183534,33541.45
