date_time,demand,scaled_temp,forecast
2021-01-01 00:00:00,24109.25,-1.1513297805430152,25651.693430135827
2021-01-01 01:00:00,23848.17,-1.076581352757225,24890.35049154877
2021-01-01 02:00:00,23706.82,-1.076581352757225,24510.416553274463
2021-01-01 03:00:00,23577.5,-1.026749067566698,24159.823727192554
2021-01-01 04:00:00,23647.9,-1.0101383058365225,24028.370778394084
2021-01-01 05:00:00,24057.57,-1.035054448431786,24316.276335555907
2021-01-01 06:00:00,24622.87,-1.2260782083288055,25688.645253812007
2021-01-01 07:00:00,25484.64,-1.2426889700589812,27367.762991449094
2021-01-01 08:00:00,26012.44,-1.1014974953524885,27573.559551446462
2021-01-01 09:00:00,26027.81,-1.0018329249714346,27296.493064611706
2021-01-01 10:00:00,25555.38,-0.8772522119951176,26740.824376092292
2021-01-01 11:00:00,25090.27,-0.819114545939503,26641.713112865295
2021-01-01 12:00:00,24714.52,-0.769282260748976,26988.326260934627
2021-01-01 13:00:00,24609.58,-0.7526714990188005,27121.972442535916
2021-01-01 14:00:00,24624.48,-0.7526714990188005,27395.769557363506
2021-01-01 15:00:00,24614.47,-0.769282260748976,27020.3113505938
2021-01-01 16:00:00,25304.62,-0.7775876416140639,27434.89975600416
2021-01-01 17:00:00,26755.25,-0.8025037842093272,28003.066191626618
2021-01-01 18:00:00,27305.92,-0.819114545939503,28170.829277721008
2021-01-01 19:00:00,26714.24,-0.8274199268045908,27556.745014576354
2021-01-01 20:00:00,26071.36,-0.8440306885347663,26856.258659526946
2021-01-01 21:00:00,25729.81,-0.8357253076696786,26109.511256740007
2021-01-01 22:00:00,24998.09,-0.8440306885347663,25521.39589661347
2021-01-01 23:00:00,24168.41,-0.8523360693998542,25191.288616218877
2021-01-02 00:00:00,23497.11,-0.8938629737252932,24228.771605169874
2021-01-02 01:00:00,23156.64,-0.9686114015110834,23696.376242636074
2021-01-02 02:00:00,23165.1,-0.985222163241259,23758.015686775638
2021-01-02 03:00:00,23321.88,-0.9935275441063469,23663.8400926924
2021-01-02 04:00:00,23448.96,-0.9686114015110834,23692.87629501811
2021-01-02 05:00:00,23830.0,-0.9520006397809079,23855.689253035453
2021-01-02 06:00:00,24467.87,-1.0184436867016105,24959.33754938243
2021-01-02 07:00:00,25468.7,-1.0433598292968738,24715.483788345136
2021-01-02 08:00:00,26364.89,-1.0599705910270494,25621.136822326884
2021-01-02 09:00:00,26897.25,-1.068275971892137,26252.305643311774
2021-01-02 10:00:00,27102.56,-1.0599705910270494,26440.16201096815
2021-01-02 11:00:00,27106.24,-1.0184436867016105,26376.235419500386
2021-01-02 12:00:00,27038.26,-0.9603060206459957,26168.266110666245
2021-01-02 13:00:00,26367.29,-0.8606414502649419,26061.341196626527
2021-01-02 14:00:00,25424.68,-0.7941984033442395,25561.048004025797
2021-01-02 15:00:00,24688.81,-0.7526714990188005,25576.703517453563
2021-01-02 16:00:00,25201.62,-0.769282260748976,25578.526235473943
2021-01-02 17:00:00,26916.3,-0.9520006397809079,27344.76862227719
2021-01-02 18:00:00,27781.96,-0.9935275441063469,27634.055002953068
2021-01-02 19:00:00,27199.69,-0.9104737354554688,27424.810021788857
2021-01-02 20:00:00,26574.87,-0.819114545939503,26576.10995054913
2021-01-02 21:00:00,25881.49,-0.8274199268045908,26252.96353208774
2021-01-02 22:00:00,25113.97,-0.8357253076696786,25332.582571279974
2021-01-02 23:00:00,24231.14,-0.8357253076696786,24284.79260993704
2021-01-03 00:00:00,23537.88,-0.8523360693998542,23903.89271408944
2021-01-03 01:00:00,23153.16,-0.8357253076696786,23191.893605723504
2021-01-03 02:00:00,23058.04,-0.8357253076696786,22970.20876932777
2021-01-03 03:00:00,23121.11,-0.8440306885347663,22898.9326226695
2021-01-03 04:00:00,23272.4,-0.8523360693998542,23046.48315708217
2021-01-03 05:00:00,23501.81,-0.8523360693998542,23230.923977432587
2021-01-03 06:00:00,23955.51,-0.8523360693998542,23727.575770140877
2021-01-03 07:00:00,24812.97,-0.9104737354554688,24635.72029825339
2021-01-03 08:00:00,25471.07,-0.8606414502649419,25239.80807619795
2021-01-03 09:00:00,25953.37,-0.8440306885347663,26118.200348763745
2021-01-03 10:00:00,26036.95,-0.819114545939503,26706.374645162054
2021-01-03 11:00:00,25898.87,-0.7858930224791517,26791.775079190535
2021-01-03 12:00:00,26061.3,-0.7360607372886249,26720.017886346443
2021-01-03 13:00:00,25966.24,-0.7526714990188005,26361.473509756303
2021-01-03 14:00:00,25819.38,-0.7526714990188005,26046.333950236327
2021-01-03 15:00:00,25744.15,-0.7526714990188005,25890.46181697616
2021-01-03 16:00:00,26168.53,-0.769282260748976,26308.451022261368
2021-01-03 17:00:00,27385.41,-0.8938629737252932,27520.424827211402
2021-01-03 18:00:00,28214.49,-0.9270844971856443,28123.398204443303
2021-01-03 19:00:00,27686.64,-0.9353898780507323,27513.427507024833
2021-01-03 20:00:00,27075.28,-0.9603060206459957,27172.375378686203
2021-01-03 21:00:00,26339.68,-0.9520006397809079,26220.40019362574
2021-01-03 22:00:00,25631.32,-0.9520006397809079,25516.471280757254
2021-01-03 23:00:00,24615.95,-0.9520006397809079,24731.548833716603
2021-01-04 00:00:00,23828.81,-0.985222163241259,24622.99845578295
2021-01-04 01:00:00,23410.63,-0.9603060206459957,24158.072527054646
2021-01-04 02:00:00,23183.81,-0.9353898780507323,24068.92449206149
2021-01-04 03:00:00,23127.57,-0.9520006397809079,24005.120329720055
2021-01-04 04:00:00,23383.13,-0.9769167823761714,24120.324632381864
