date_time,demand,scaled_temp,forecast,base_forecasts
2021-11-05 08:00:00,24860.8,-0.5035100730661661,25063.103148628554,25234.463805682986
2021-11-05 09:00:00,25056.47,-0.36231859835967345,24930.653047230844,24908.384715243163
2021-11-05 10:00:00,24471.95,-0.30418093230405874,23926.865491903096,24103.877474951572
2021-11-05 11:00:00,23181.31,-0.17960021932774162,22891.511463784565,23266.65713055131
2021-11-05 12:00:00,22221.79,-0.09654641067686354,22145.69732359807,22732.20584830758
2021-11-05 13:00:00,21423.75,-0.10485179154195139,21491.549483659466,22215.25428841284
2021-11-05 14:00:00,20839.65,-0.06332488721651235,21025.66343911334,21615.642143633326
2021-11-05 15:00:00,20300.72,-0.046714125486336716,20387.798049867815,20959.09147195577
2021-11-05 16:00:00,20307.6,-0.09654641067686354,20581.082540314004,21149.978022506486
2021-11-05 17:00:00,21053.82,-0.32079169403423435,21202.758238921575,22078.393359232392
2021-11-05 18:00:00,22197.47,-0.35401321749458564,23137.522996573563,23286.697904463872
2021-11-05 19:00:00,22573.59,-0.3872347409549368,23455.6251488934,23591.367528903505
2021-11-05 20:00:00,22183.06,-0.24604326624844414,23074.407478729416,23091.259311842172
2021-11-05 21:00:00,21629.68,-0.2626540279786197,22312.51187527363,22472.910049287133
2021-11-05 22:00:00,21221.37,-0.33740245576441,21646.390654204217,21884.21837836977
2021-11-05 23:00:00,20427.91,-0.5367315965265175,21116.570815253297,21466.13688499071
2021-11-06 00:00:00,19632.98,-0.553342358256693,19997.64243986348,20444.27641259958
2021-11-06 01:00:00,19184.5,-0.5865638817170443,19750.364419312955,20035.99911833844
2021-11-06 02:00:00,19049.2,-0.6197854051773956,19337.9097372238,19764.733554745657
2021-11-06 03:00:00,19102.51,-0.6530069286377467,19617.53580966539,19919.335836722006
2021-11-06 04:00:00,19249.58,-0.644701547772659,19771.987877996515,19982.688978690458
2021-11-06 05:00:00,19556.55,-0.6280907860424834,19788.86546235574,19979.47477860742
2021-11-06 06:00:00,20195.26,-0.6197854051773956,20079.159969255015,20554.513191482052
2021-11-06 07:00:00,21175.99,-0.5699531199868686,20734.2275837392,21575.585190572034
2021-11-06 08:00:00,22253.22,-0.44537240701055153,21527.05963195222,22163.61152443928
2021-11-06 09:00:00,22677.1,-0.2377378853833563,21691.510947240622,21926.337675237457
2021-11-06 10:00:00,22445.21,-0.07163026808160013,21643.44545831714,21722.8265034382
2021-11-06 11:00:00,21651.1,0.04464506402962915,20949.402436488446,21140.95601747169
2021-11-06 12:00:00,21178.82,0.136004253545595,20384.764754851403,20683.14348291193
2021-11-06 13:00:00,20464.56,0.136004253545595,19864.186404236352,20187.929950364032
2021-11-06 14:00:00,19725.12,0.16092039614085848,19363.219791099487,19628.41451811308
2021-11-06 15:00:00,19169.92,0.15261501527577073,18838.045818929855,19101.427101203983
2021-11-06 16:00:00,19013.12,0.05295044489471693,18856.47785204227,19225.93304687042
2021-11-06 17:00:00,19555.4,-0.21282174278809288,19570.707291640734,20226.700298479325
2021-11-06 18:00:00,20657.18,-0.13807331500230258,20851.63211422779,21337.420940951248
2021-11-06 19:00:00,21173.85,-0.14637869586739044,21062.81687238511,21441.460720389263
2021-11-06 20:00:00,20710.3,-0.2792647897087953,20867.518373951614,21429.482101743215
2021-11-06 21:00:00,20423.92,-0.25434864711353194,20209.755734912287,20797.95894381241
2021-11-06 22:00:00,20060.22,-0.22112712365318066,19847.88770592792,20209.696654654035
2021-11-06 23:00:00,19636.79,-0.2377378853833563,18974.209499139924,19378.957192881644
2021-11-07 00:00:00,19135.05,-0.3124863131691466,18741.457022676004,19136.02371927416
2021-11-07 01:00:00,18793.52,-0.33740245576441,18427.917108243455,18650.859531955848
2021-11-07 02:00:00,18785.49,-0.5118154539312539,18388.06338792051,18601.62239134206
2021-11-07 03:00:00,18933.77,-0.3955401218200247,18103.6597052165,18304.011665687627
2021-11-07 04:00:00,19100.0,-0.46198316874072715,18405.91038009131,18572.321481533316
2021-11-07 05:00:00,19405.38,-0.5284262156614296,18810.931024133555,18991.632348540345
