date_time,demand,scaled_temp,forecast
2021-10-22 01:00:00,16147.14,0.26058496652191215,15771.551028362466
2021-10-22 02:00:00,15806.96,0.3353333943077024,15300.885839608765
2021-10-22 03:00:00,15642.58,0.3934710603633172,15071.728582470381
2021-10-22 04:00:00,15573.86,0.4183872029585805,15032.457195958934
2021-10-22 05:00:00,15730.27,0.44330334555384404,15234.149400456221
2021-10-22 06:00:00,16625.47,0.4599141072840196,15914.333865853747
2021-10-22 07:00:00,18273.69,0.26058496652191215,17782.99983531062
2021-10-22 08:00:00,19466.88,0.17753115787103405,19321.831134755503
2021-10-22 09:00:00,19930.56,0.06956120662489264,20151.77725882334
2021-10-22 10:00:00,20002.36,-0.005187221160897672,20440.680884344736
2021-10-22 11:00:00,19952.97,-0.038408744621248936,20591.59421213995
2021-10-22 12:00:00,19949.24,-0.08824102981177576,20732.64575698987
2021-10-22 13:00:00,19721.59,-0.06332488721651235,20020.574291799465
2021-10-22 14:00:00,19582.04,-0.07993564894668798,20353.65597938937
2021-10-22 15:00:00,19471.7,-0.07163026808160013,19924.535120788783
2021-10-22 16:00:00,19588.7,-0.07993564894668798,20160.17820628221
2021-10-22 17:00:00,20004.91,-0.09654641067686354,20545.47560957671
2021-10-22 18:00:00,20910.54,-0.12146255327212702,21627.400157419237
2021-10-22 19:00:00,21048.85,-0.13807331500230258,21980.74683363812
2021-10-22 20:00:00,20339.08,-0.17129483846265384,21504.06149761529
2021-10-22 21:00:00,19752.97,-0.16298945759756606,20654.243678942796
2021-10-22 22:00:00,19241.49,-0.2045163619230051,20275.42634260022
2021-10-22 23:00:00,18529.27,-0.24604326624844414,19457.0025045961
2021-10-23 00:00:00,17892.02,-0.2792647897087953,18123.220199603707
2021-10-23 01:00:00,17473.25,-0.3290970748993222,17717.924509896893
2021-10-23 02:00:00,17084.64,-0.36231859835967345,17075.534953392827
2021-10-23 03:00:00,17051.61,-0.5201208347963419,17705.337184368982
2021-10-23 04:00:00,17007.69,-0.44537240701055153,17514.798206372296
